Project ID,Project Name,Project Start Date,Project Completion Date,Extended Affordability Only,Prevailing Wage Status,Planned Tax Benefit,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Senior Units
65059,CONFIDENTIAL,2017-06-28T00:00:00.000,2017-09-18T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
65101,CONFIDENTIAL,2017-06-28T00:00:00.000,2017-09-12T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
65146,CONFIDENTIAL,2017-06-28T00:00:00.000,2017-11-06T00:00:00.000,No,Non Prevailing Wage,,2,0,0,0,0,0,0,2,2,2,0
44431,WESTCHESTER MEWS,2017-06-27T00:00:00.000,2020-10-22T00:00:00.000,No,Non Prevailing Wage,Article XI,31,21,153,0,0,1,206,0,206,206,0
53655,DREAMYARD NEP HDFC.YR15.FY2017,2017-06-27T00:00:00.000,,No,Non Prevailing Wage,Article XI,62,125,99,8,0,7,301,0,301,301,0
61610,569 PROSPECT,2017-06-27T00:00:00.000,,No,Non Prevailing Wage,Article XI,0,0,16,28,0,1,45,0,45,45,0
61802,101 SOUTH 3RD ST (LOS SURES PHASE 1),2017-06-27T00:00:00.000,2018-11-20T00:00:00.000,No,Non Prevailing Wage,420c,0,0,34,0,0,0,34,0,34,35,0
65046,CONFIDENTIAL,2017-06-27T00:00:00.000,2017-09-21T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
65050,CONFIDENTIAL,2017-06-27T00:00:00.000,2017-07-26T00:00:00.000,No,Non Prevailing Wage,,0,3,0,0,0,0,0,3,3,3,0
65150,CONFIDENTIAL,2017-06-27T00:00:00.000,2017-09-12T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
50347,"LIND RIC HOUSING CO., INC.",2017-06-26T00:00:00.000,,No,Non Prevailing Wage,,0,171,1,0,0,0,1,171,172,172,0
59058,963 ANDERSON AVE.GHPP.FY17,2017-06-26T00:00:00.000,,No,Non Prevailing Wage,J-51 Enriched,13,18,20,0,0,1,52,0,52,52,0
59411,102 CHARLTON STREET,2017-06-26T00:00:00.000,,No,Non Prevailing Wage,421a,0,7,9,0,0,0,16,0,16,67,0
60027,163RD ST IMPROVEMENT COUNCIL,2017-06-26T00:00:00.000,2020-02-25T00:00:00.000,No,Non Prevailing Wage,Article XI,4,42,26,0,0,1,73,0,73,73,0
63840,FULTON PARK,2017-06-26T00:00:00.000,2017-06-26T00:00:00.000,Yes,Non Prevailing Wage,Article V,0,209,0,0,0,0,209,0,209,209,0
63841,CLINTON-ARMS,2017-06-26T00:00:00.000,2017-06-26T00:00:00.000,Yes,Non Prevailing Wage,Article V,0,86,0,0,0,0,86,0,86,86,0
63842,MCKINLEY-MANOR,2017-06-26T00:00:00.000,2017-06-26T00:00:00.000,Yes,Non Prevailing Wage,Article V,0,60,0,0,0,0,60,0,60,60,0
63843,TRI-BLOCK,2017-06-26T00:00:00.000,2017-06-26T00:00:00.000,Yes,Non Prevailing Wage,Article V,0,96,0,0,0,0,96,0,96,96,0
63844,SUTTER-GARDENS,2017-06-26T00:00:00.000,2017-06-26T00:00:00.000,Yes,Non Prevailing Wage,Article V,0,258,0,0,0,0,258,0,258,258,0
65049,CONFIDENTIAL,2017-06-26T00:00:00.000,2017-10-30T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
65057,CONFIDENTIAL,2017-06-26T00:00:00.000,2017-06-26T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
65063,CONFIDENTIAL,2017-06-26T00:00:00.000,2017-08-18T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
47878,152 EAST 116TH STREET,2017-06-23T00:00:00.000,,No,Non Prevailing Wage,Article XI,0,0,0,9,0,0,0,9,9,9,0
65028,CONFIDENTIAL,2017-06-23T00:00:00.000,2017-06-23T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
65040,CONFIDENTIAL,2017-06-23T00:00:00.000,2017-06-23T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
60484,ALMA - 523 PROSPECT,2017-06-22T00:00:00.000,2017-06-22T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,0,3,62,18,0,83,0,83,83,0
60872,MHANY 2004 HDFC.HPOP.FY17,2017-06-22T00:00:00.000,2017-06-22T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,28,81,1,0,1,111,0,111,111,0
63859,140-26 FRANKLIN AVENUE HPO FY17,2017-06-22T00:00:00.000,2017-06-22T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,0,2,51,0,1,54,0,54,54,0
63885,ALMA - 545 PROSPECT PLACE,2017-06-22T00:00:00.000,2017-06-22T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,0,14,130,11,0,155,0,155,155,0
63887,ALMA - 565 PROSPECT PLACE,2017-06-22T00:00:00.000,2017-06-22T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,0,23,61,2,0,86,0,86,86,0
65079,CONFIDENTIAL,2017-06-22T00:00:00.000,2017-10-04T00:00:00.000,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,0
62266,1130 SHEVA REALTY HDFC.HPO.FY17,2017-06-21T00:00:00.000,2017-06-21T00:00:00.000,Yes,Non Prevailing Wage,Article XI,1,6,35,0,0,1,43,0,43,43,0
62267,424 SHEVA REALTY HDFC.HPO.FY17,2017-06-21T00:00:00.000,2017-06-21T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,15,40,0,0,1,56,0,56,56,0
62268,830 SHEVA REALTY HDFC.HPO.FY17,2017-06-21T00:00:00.000,2017-06-21T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,7,63,0,0,1,71,0,71,71,0
62269,1240 SHEVA REALTY HDFC.HPO.FY17,2017-06-21T00:00:00.000,2017-06-21T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,26,130,0,0,1,157,0,157,157,0
62270,288 SHEVA REALTY HDFC.HPO.FY17,2017-06-21T00:00:00.000,2017-06-21T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,5,22,0,0,1,28,0,28,28,0
62271,795 SHEVA REALTY HDFC.HPO.FY17,2017-06-21T00:00:00.000,2017-06-21T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,6,47,3,0,1,57,0,57,57,0
60000,139-141 AVENUE D HDFC.YR15.FY2017,2017-06-20T00:00:00.000,2020-09-09T00:00:00.000,No,Non Prevailing Wage,420c,0,0,45,0,0,0,45,0,45,45,0
63003,28-16 21ST STREET,2017-06-19T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,10,0,5,0,15,0,15,50,0
65026,CONFIDENTIAL,2017-06-19T00:00:00.000,2017-06-19T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
58885,MCGEE PLAZA HDFC.YR15.FY2017,2017-06-16T00:00:00.000,2019-09-17T00:00:00.000,No,Non Prevailing Wage,420c,0,18,6,0,0,0,24,0,24,24,0
65025,CONFIDENTIAL,2017-06-16T00:00:00.000,2017-06-16T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
65047,CONFIDENTIAL,2017-06-16T00:00:00.000,2017-09-20T00:00:00.000,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,0
65056,MELROSE SITE D-1 (MICHELANGELO APARTMENTS),2017-06-16T00:00:00.000,,No,Non Prevailing Wage,Article II,0,0,492,0,0,0,492,0,492,492,0
60212,909 ATLANTIC AVENUE (BPL OFFSITE 2 OF 2),2017-06-15T00:00:00.000,2020-05-27T00:00:00.000,No,Non Prevailing Wage,Article XI,0,0,68,0,9,0,77,0,77,78,0
60213,1043 FULTON STREET (BPL OFFSITE 1 OF 2),2017-06-15T00:00:00.000,2020-05-27T00:00:00.000,No,Non Prevailing Wage,Article XI,0,0,15,0,22,0,37,0,37,37,0
65027,CONFIDENTIAL,2017-06-15T00:00:00.000,2017-06-15T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
63358,MADISON COURT LIMITED PARTNERSHIP.HUDMF.FY17,2017-06-14T00:00:00.000,2017-06-14T00:00:00.000,Yes,Non Prevailing Wage,Article XI,38,13,16,1,0,1,69,0,69,69,0
65060,CONFIDENTIAL,2017-06-14T00:00:00.000,2018-01-19T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
64268,SUNSET PARK APARTMENTS HDFC.HUDMF.FY17,2017-06-13T00:00:00.000,2017-06-13T00:00:00.000,Yes,Non Prevailing Wage,Article XI,343,32,9,18,1,5,408,0,408,408,0
58521,505 WEST 43RD STREET,2017-06-09T00:00:00.000,,No,Non Prevailing Wage,Article XI,0,0,9,0,0,0,0,9,9,123,0
58667,140 JOHNSON AVENUE,2017-06-08T00:00:00.000,2018-05-10T00:00:00.000,No,Non Prevailing Wage,420c,0,0,22,0,0,0,22,0,22,23,0
61627,GIBBMANSIONHDFC.YR15.FY2017,2017-06-08T00:00:00.000,2017-06-08T00:00:00.000,Yes,Non Prevailing Wage,420c,58,12,1,0,0,1,72,0,72,72,0
60740,LIGHTHOUSE POINT,2017-06-07T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,24,0,0,0,24,0,24,115,0
59382,AHI EZER APARTMENTS,2017-06-05T00:00:00.000,2017-06-05T00:00:00.000,Yes,Non Prevailing Wage,Article XI,0,0,73,0,0,1,74,0,74,74,22
65104,26-27 2 STREET APARTMENTS,2017-06-05T00:00:00.000,2018-07-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,6,0,0,0,6,0,6,28,0
63356,BUSHWICK CEDAR PARTNERS LLC.HUDMF.FY17,2017-06-02T00:00:00.000,2017-06-02T00:00:00.000,Yes,Non Prevailing Wage,Article XI,57,7,4,1,0,1,70,0,70,70,0
65110,313 ST MARKS AVENUE,2017-05-31T00:00:00.000,2018-05-30T00:00:00.000,No,Non Prevailing Wage,421a,0,0,15,0,0,0,15,0,15,75,0
64865,CONFIDENTIAL,2017-05-25T00:00:00.000,2017-05-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64866,CONFIDENTIAL,2017-05-25T00:00:00.000,2017-05-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64868,CONFIDENTIAL,2017-05-25T00:00:00.000,2017-05-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58621,TREE OF LIFE,2017-05-24T00:00:00.000,,No,Non Prevailing Wage,Article XI,0,17,113,43,0,1,174,0,174,174,0
65116,387 MANHATTAN AVENUE,2017-05-24T00:00:00.000,2018-03-02T00:00:00.000,No,Non Prevailing Wage,421a,0,0,3,0,0,0,3,0,3,12,0
49279,1402 YORK AVENUE,2017-05-23T00:00:00.000,2020-08-27T00:00:00.000,No,Non Prevailing Wage,Article XI,0,0,10,0,0,0,0,10,10,11,0
65072,785 DEKALB AVENUE,2017-05-16T00:00:00.000,2018-10-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,14,0,0,0,14,0,14,70,0
65074,866 EAST 178TH STREET,2017-05-16T00:00:00.000,2017-05-16T00:00:00.000,No,Non Prevailing Wage,421a,0,0,9,0,0,0,9,0,9,45,0
65134,WATERMARK COURT,2017-05-15T00:00:00.000,2019-05-17T00:00:00.000,No,Non Prevailing Wage,421a,0,0,34,0,0,0,34,0,34,168,0
58671,COMUNILIFE. 760 BROADWAY. WOODHULL COMMUNITY RESIDEN,2017-05-12T00:00:00.000,2018-12-20T00:00:00.000,No,Non Prevailing Wage,420c,54,8,27,0,0,0,89,0,89,89,0
64859,CONFIDENTIAL,2017-05-10T00:00:00.000,2017-05-10T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
65143,407 EAST 160TH STREET,2017-05-10T00:00:00.000,2019-02-01T00:00:00.000,No,Non Prevailing Wage,421a,0,0,8,0,0,0,8,0,8,39,0
64858,CONFIDENTIAL,2017-05-09T00:00:00.000,2017-05-09T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
64855,CONFIDENTIAL,2017-05-05T00:00:00.000,2017-05-05T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64857,CONFIDENTIAL,2017-05-03T00:00:00.000,2017-05-03T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64850,CONFIDENTIAL,2017-05-02T00:00:00.000,2017-05-02T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64652,CONFIDENTIAL,2017-04-28T00:00:00.000,2017-04-28T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
63839,PENN SOUTH,2017-04-27T00:00:00.000,2017-04-27T00:00:00.000,Yes,Non Prevailing Wage,Article V,424,380,388,542,455,0,0,2189,2189,2820,0
62303,NEW HULL STREET HDFC.YR15.FY17,2017-04-26T00:00:00.000,2017-04-26T00:00:00.000,Yes,Non Prevailing Wage,420c,0,26,6,0,0,1,33,0,33,33,0
65103,1417 LONGFELLOW AVENUE,2017-04-26T00:00:00.000,2018-07-30T00:00:00.000,No,Non Prevailing Wage,421a,0,0,8,0,0,0,8,0,8,38,0
64654,CONFIDENTIAL,2017-04-21T00:00:00.000,2017-04-21T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
64655,CONFIDENTIAL,2017-04-19T00:00:00.000,2017-04-19T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64653,CONFIDENTIAL,2017-04-13T00:00:00.000,2017-04-13T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
65124,SAINT MARKS APARTMENTS,2017-04-10T00:00:00.000,2018-07-20T00:00:00.000,No,Non Prevailing Wage,421a,0,0,20,0,0,0,20,0,20,99,0
63838,RAINBOW PLZ,2017-04-07T00:00:00.000,2017-04-07T00:00:00.000,Yes,Non Prevailing Wage,Article V,0,0,126,0,0,1,127,0,127,127,0
64453,CONFIDENTIAL,2017-04-07T00:00:00.000,2017-09-29T00:00:00.000,No,Non Prevailing Wage,,0,0,0,4,0,0,0,4,4,4,1
64650,CONFIDENTIAL,2017-04-07T00:00:00.000,2017-04-07T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64649,CONFIDENTIAL,2017-04-06T00:00:00.000,2017-04-06T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
64656,CONFIDENTIAL,2017-04-06T00:00:00.000,2017-04-06T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
54520,COMPASS 5,2017-04-05T00:00:00.000,2019-12-12T00:00:00.000,No,Non Prevailing Wage,420c,65,0,152,0,0,1,218,0,218,218,0
60020,MORRIS II APARTMENTS,2017-04-05T00:00:00.000,2018-11-02T00:00:00.000,No,Non Prevailing Wage,420c,46,5,102,0,0,1,154,0,154,154,0
60810,MLK PLAZA,2017-04-05T00:00:00.000,2020-06-03T00:00:00.000,No,Non Prevailing Wage,420c,33,16,100,17,0,1,167,0,167,167,0
61405,THE GILBERT,2017-04-05T00:00:00.000,2020-06-22T00:00:00.000,No,Non Prevailing Wage,,16,38,49,19,30,1,153,0,153,153,0
64646,CONFIDENTIAL,2017-04-04T00:00:00.000,2017-04-04T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
63121,2211 THIRD AVENUE,2017-03-30T00:00:00.000,,No,Non Prevailing Wage,421a,0,0,22,0,0,0,22,0,22,108,0
61902,810 FULTON STREET,2017-03-28T00:00:00.000,2019-09-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,73,0,0,0,73,0,73,363,0
64396,CONFIDENTIAL,2017-03-27T00:00:00.000,2017-03-27T00:00:00.000,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,0
65136,MONTROSE PARK LLC,2017-03-27T00:00:00.000,2017-03-27T00:00:00.000,No,Non Prevailing Wage,421a,0,0,8,0,0,0,8,0,8,40,0
59637,VICTOR SANCHEZ HDFC.HRP.FY17,2017-03-24T00:00:00.000,2018-10-09T00:00:00.000,No,Non Prevailing Wage,Article XI,2,23,16,1,0,0,42,0,42,42,0
64407,CONFIDENTIAL,2017-03-24T00:00:00.000,2017-11-03T00:00:00.000,No,Non Prevailing Wage,,0,0,0,0,2,0,0,2,2,2,0
64394,CONFIDENTIAL,2017-03-23T00:00:00.000,2017-03-23T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64395,CONFIDENTIAL,2017-03-23T00:00:00.000,2017-03-23T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
52735,HELP DUMONT LLC.YR15.FY17,2017-03-22T00:00:00.000,2018-01-31T00:00:00.000,No,Non Prevailing Wage,420c,23,121,4,1,0,1,150,0,150,150,0
64393,CONFIDENTIAL,2017-03-22T00:00:00.000,2017-03-22T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
64384,CONFIDENTIAL,2017-03-21T00:00:00.000,2017-03-21T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64392,CONFIDENTIAL,2017-03-21T00:00:00.000,2017-03-21T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
65102,1319 PROSPECT AVENUE,2017-03-21T00:00:00.000,2019-02-21T00:00:00.000,No,Non Prevailing Wage,421a,0,0,3,0,0,0,3,0,3,14,0
64301,CONFIDENTIAL,2017-03-20T00:00:00.000,2017-03-31T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,1
64391,CONFIDENTIAL,2017-03-20T00:00:00.000,2017-03-20T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
59495,2700 JEROME AVENUE,2017-03-16T00:00:00.000,2019-01-31T00:00:00.000,No,Non Prevailing Wage,420c,40,0,70,25,0,1,136,0,136,136,0
65036,SAVANNA HALL,2017-03-16T00:00:00.000,,No,Non Prevailing Wage,420c,0,0,72,0,0,1,73,0,73,73,0
65086,100 BARROW STREET,2017-03-15T00:00:00.000,2019-01-18T00:00:00.000,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,33,0
64381,CONFIDENTIAL,2017-03-10T00:00:00.000,2017-03-10T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64379,CONFIDENTIAL,2017-03-09T00:00:00.000,2017-03-09T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64377,CONFIDENTIAL,2017-03-03T00:00:00.000,2017-03-03T00:00:00.000,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
64332,CONFIDENTIAL,2017-03-02T00:00:00.000,2017-03-02T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
60034,RENEWAL HDFC.GHPP.FY17,2017-03-01T00:00:00.000,2017-07-31T00:00:00.000,No,Non Prevailing Wage,Article XI,13,24,11,0,0,1,49,0,49,132,0
51950,HABITAT-NYC SINGLE FAMILY HOMES PHASE II,2017-02-23T00:00:00.000,,No,Non Prevailing Wage,UDAAP,0,0,20,0,0,0,0,20,20,20,0
52985,788 FOX STREET HDFC.HUDMF.FY17,2017-02-22T00:00:00.000,2018-01-11T00:00:00.000,No,Prevailing Wage,,40,9,3,0,0,0,52,0,52,52,0
64106,CONFIDENTIAL,2017-02-22T00:00:00.000,2017-02-22T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64088,CONFIDENTIAL,2017-02-15T00:00:00.000,2017-02-15T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64645,39 WEST 23RD STREET,2017-02-14T00:00:00.000,,No,Non Prevailing Wage,,0,0,2,0,2,0,4,0,4,44,0
44332,HOPKINSON/PARK PLACE,2017-02-10T00:00:00.000,,No,Non Prevailing Wage,Article XI,0,0,25,0,0,0,0,25,25,25,0
64087,CONFIDENTIAL,2017-02-10T00:00:00.000,2017-02-10T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64086,CONFIDENTIAL,2017-02-09T00:00:00.000,2017-02-09T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
64085,CONFIDENTIAL,2017-02-08T00:00:00.000,2017-02-08T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
65097,2139 THIRD AVENUE,2017-02-08T00:00:00.000,2018-07-25T00:00:00.000,No,Non Prevailing Wage,421a,0,0,5,0,0,0,5,0,5,21,0
58876,NEW VISION COMMUNITY REDEVELOPMENT HDFC,2017-02-02T00:00:00.000,2019-08-15T00:00:00.000,No,Non Prevailing Wage,Article XI,187,3,2,0,0,2,194,0,194,194,194
61655,123 HOPE STREET,2017-02-02T00:00:00.000,2020-03-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,25,16,0,0,41,0,41,136,0
63870,CONFIDENTIAL,2017-01-27T00:00:00.000,2017-01-27T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
63868,CONFIDENTIAL,2017-01-26T00:00:00.000,2017-01-26T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
63869,CONFIDENTIAL,2017-01-26T00:00:00.000,2017-01-26T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
63867,CONFIDENTIAL,2017-01-25T00:00:00.000,2017-01-25T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
60427,HP 109TH STREET HDFC.HUDMF.FY17,2017-01-23T00:00:00.000,2018-11-07T00:00:00.000,Yes,Non Prevailing Wage,Article XI,98,14,14,0,0,0,126,0,126,126,0
63866,CONFIDENTIAL,2017-01-23T00:00:00.000,2017-01-23T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
63865,CONFIDENTIAL,2017-01-20T00:00:00.000,2017-01-20T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58388,COMUNILIFE. 1815 WEST FARMS ROAD,2017-01-19T00:00:00.000,2018-12-14T00:00:00.000,No,Non Prevailing Wage,420c,80,0,0,0,0,1,81,0,81,81,0
63864,CONFIDENTIAL,2017-01-19T00:00:00.000,2017-01-19T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
52989,635 4TH AVENUE,2017-01-18T00:00:00.000,2018-07-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,19,0,0,0,19,0,19,91,0
63863,CONFIDENTIAL,2017-01-17T00:00:00.000,2017-01-17T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
58756,977 MANHATTAN AVENUE,2017-01-05T00:00:00.000,2019-12-12T00:00:00.000,No,Non Prevailing Wage,421a,0,0,3,0,0,0,3,0,3,14,0
65071,74 WEST TREMONT AVENUE,2017-01-05T00:00:00.000,2018-06-06T00:00:00.000,No,Non Prevailing Wage,421a,0,0,7,0,0,0,7,0,7,34,0
58966,ALEMBIC. 1880 BOSTON ROAD,2016-12-30T00:00:00.000,2018-12-21T00:00:00.000,No,Prevailing Wage,420c,167,0,0,0,0,1,168,0,168,168,167
60249,FOX STREET PRC,2016-12-30T00:00:00.000,2019-06-05T00:00:00.000,No,Non Prevailing Wage,Article XI,8,92,99,0,0,1,200,0,200,200,0
63348,CONFIDENTIAL,2016-12-30T00:00:00.000,2017-01-11T00:00:00.000,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,0
63349,CONFIDENTIAL,2016-12-30T00:00:00.000,2017-05-24T00:00:00.000,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,0
63738,CONFIDENTIAL,2016-12-30T00:00:00.000,2016-12-30T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
55264,THESSALONIA MANOR,2016-12-29T00:00:00.000,2019-01-25T00:00:00.000,No,Non Prevailing Wage,420c,36,0,83,0,0,1,120,0,120,120,0
58625,ONE FLUSHING,2016-12-29T00:00:00.000,2020-03-25T00:00:00.000,No,Non Prevailing Wage,Article XI,0,66,105,60,0,1,232,0,232,232,66
60319,VILLA GARDENS,2016-12-29T00:00:00.000,,No,Non Prevailing Wage,Article XI,0,0,27,25,0,1,53,0,53,53,0
60342,TILDEN TOWERS HOUSING CO. INC.,2016-12-29T00:00:00.000,,No,Non Prevailing Wage,J-51 Enriched,1,53,72,0,0,0,0,126,126,126,0
60777,477 LENOX AVENUE HDFC.HUDMF.FY17,2016-12-29T00:00:00.000,2016-12-29T00:00:00.000,Yes,Non Prevailing Wage,Article XI,8,3,0,1,0,0,12,0,12,12,0
63372,Village East Towers (HDC),2016-12-29T00:00:00.000,2016-12-29T00:00:00.000,No,Prevailing Wage,Article II,0,0,0,0,434,0,0,434,434,434,0
44282,NYCHA FULTON HOUSES,2016-12-28T00:00:00.000,2018-11-20T00:00:00.000,No,Non Prevailing Wage,Article XI,0,32,48,0,79,1,160,0,160,160,0
44339,BRONX COMMONS,2016-12-28T00:00:00.000,2019-12-30T00:00:00.000,No,Non Prevailing Wage,Article XI,46,60,182,16,0,1,305,0,305,305,0
58864,US LOTTPORT HDFC.YR15.FY2017,2016-12-28T00:00:00.000,2019-04-02T00:00:00.000,No,Non Prevailing Wage,420c,6,42,13,0,0,0,61,0,61,61,0
58889,KENMORE HALL ASSOCIATES LP.YR15.FY17,2016-12-28T00:00:00.000,2020-12-02T00:00:00.000,No,Non Prevailing Wage,420c,39,7,279,1,0,1,327,0,327,327,0
58891,HOPE EAST OF FIFTH HDFC INC.YR15.FY17,2016-12-28T00:00:00.000,2018-12-31T00:00:00.000,No,Non Prevailing Wage,420c,8,292,198,0,0,8,506,0,506,506,0
63369,Brighton Houses Coop,2016-12-28T00:00:00.000,2018-10-31T00:00:00.000,No,Non Prevailing Wage,Article II,0,0,0,0,193,0,0,193,193,193,0
60505,545 EAST 166TH ST,2016-12-27T00:00:00.000,2019-09-17T00:00:00.000,No,Non Prevailing Wage,420c,8,8,24,0,0,1,41,0,41,41,0
63717,CONFIDENTIAL,2016-12-27T00:00:00.000,2016-12-27T00:00:00.000,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
52774,JAMAICA CROSSING (HIGH-RISE),2016-12-22T00:00:00.000,,No,Non Prevailing Wage,Article XI,0,0,90,0,448,1,539,0,539,539,0
52775,JAMAICA CROSSING (MID-RISE),2016-12-22T00:00:00.000,,No,Non Prevailing Wage,Article XI,0,26,78,25,0,1,130,0,130,130,0
58955,STORY AVENUE WEST,2016-12-22T00:00:00.000,2019-09-30T00:00:00.000,No,Non Prevailing Wage,Article XI,20,20,139,44,0,0,223,0,223,223,40
60779,888 FOUNTAIN AVENUE BUILDING A2,2016-12-22T00:00:00.000,2020-05-29T00:00:00.000,No,Non Prevailing Wage,420c,27,80,159,0,0,1,267,0,267,267,0
58829,JDD COURT HDFC,2016-12-21T00:00:00.000,2018-02-08T00:00:00.000,No,Non Prevailing Wage,,15,45,7,0,0,1,68,0,68,68,0
