Project ID,Project Name,Program Group,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,Community Board,Council District,Census Tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,49346,327,BEEKMAN AVENUE,Bronx,10454,2025550023,2003670,BX-01,8,33,BX39,40.808346,-73.914131,40.8085,-73.914341,,Preservation,No,Non Prevailing Wage,5,3,8,0,0,0,0,2,10,0,4,0,0,0,16,0,16,16
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,49347,328,BEEKMAN AVENUE,Bronx,10454,2025540010,2003659,BX-01,8,33,BX39,40.80836,-73.914099,40.80844,-73.913734,,Preservation,No,Non Prevailing Wage,28,11,33,1,0,0,0,18,21,23,11,0,0,0,73,0,73,73
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,49352,353,BEEKMAN AVENUE,Bronx,10454,2025550045,2003677,BX-01,8,33,BX39,40.809021,-73.913719,40.80912,-73.913957,,Preservation,No,Non Prevailing Wage,4,5,7,0,0,0,0,2,10,0,4,0,0,0,16,0,16,16
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,60304,673,EAST 140 STREET,Bronx,10454,2025680045,2003815,BX-01,8,2702,BX39,40.806779,-73.913342,40.80701,-73.913328,,Preservation,No,Non Prevailing Wage,27,2,20,0,0,0,0,5,11,28,5,0,0,0,49,0,49,49
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,60306,345,CYPRESS AVENUE,Bronx,10454,2025540049,2003662,BX-01,8,33,BX39,40.808376,-73.913004,40.80842,-73.913322,,Preservation,No,Non Prevailing Wage,16,4,19,1,0,0,0,8,16,11,5,0,0,0,40,0,40,40
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,60308,354,CYPRESS AVENUE,Bronx,10454,2025710014,2091294,BX-01,8,33,BX39,40.808439,-73.912946,40.80866,-73.912487,,Preservation,No,Non Prevailing Wage,37,10,31,3,0,0,4,22,46,9,0,0,0,0,81,0,81,81
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,62843,597,EAST 138 STREET,Bronx,10454,2025510065,2003635,BX-01,8,2702,BX39,40.806276,-73.916168,40.80657,-73.916171,,Preservation,No,Non Prevailing Wage,17,2,16,0,0,0,0,19,6,5,5,0,0,0,35,0,35,35
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,62846,613,EAST 138 STREET,Bronx,10454,2025510062,2003633,BX-01,8,2702,BX39,40.806135,-73.915839,40.80642,-73.915832,,Preservation,No,Non Prevailing Wage,16,1,11,1,0,0,0,12,6,5,6,0,0,0,29,0,29,29
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,62860,690,EAST 138 STREET,Bronx,10454,2025660010,2091290,BX-01,8,2702,BX39,40.805159,-73.91359,40.80492,-73.913728,,Preservation,No,Non Prevailing Wage,17,2,15,0,0,0,0,12,12,0,10,0,0,0,34,0,34,34
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,62986,611,EAST 139 STREET,Bronx,10454,2025520055,2003644,BX-01,8,2702,BX39,40.806854,-73.915448,40.80691,-73.915015,,Preservation,No,Non Prevailing Wage,21,6,15,2,0,0,0,12,21,10,1,0,0,0,44,0,44,44
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63080,636,EAST 140 STREET,Bronx,10454,2025520040,2003643,BX-01,8,2702,BX39,40.807276,-73.914566,40.80685,-73.914148,,Preservation,No,Non Prevailing Wage,23,8,18,0,0,0,0,16,22,6,5,0,0,0,49,0,49,49
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63084,683,EAST 140 STREET,Bronx,10454,2025680076,2003821,BX-01,8,2702,BX39,40.806718,-73.913194,40.80681,-73.912902,,Preservation,No,Non Prevailing Wage,29,19,17,1,0,0,0,8,36,6,16,0,0,0,66,0,66,66
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63173,574,EAST 141 STREET,Bronx,10454,2025530009,2091273,BX-01,8,2702,BX39,40.808639,-73.915847,40.80833,-73.91575,,Preservation,No,Non Prevailing Wage,8,8,13,0,0,0,0,0,12,17,0,0,0,0,29,0,29,29
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63176,592,EAST 141 STREET,Bronx,10454,2025530019,2091274,BX-01,8,2702,BX39,40.808248,-73.91493,40.80802,-73.915039,,Preservation,No,Non Prevailing Wage,15,2,12,0,0,0,0,1,19,9,0,0,0,0,29,0,29,29
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63177,593,EAST 141 STREET,Bronx,10454,2025550003,2003664,BX-01,8,33,BX39,40.808251,-73.914887,40.80842,-73.914652,,Preservation,No,Non Prevailing Wage,18,8,15,2,0,0,0,9,6,19,9,0,0,0,43,0,43,43
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63178,600,EAST 141 STREET,Bronx,10454,2025530023,2091278,BX-01,8,2702,BX39,40.808144,-73.914681,40.80791,-73.914768,,Preservation,No,Non Prevailing Wage,23,6,11,0,0,0,0,10,11,19,0,0,0,0,40,0,40,40
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63183,619,EAST 141 STREET,Bronx,10454,2025540005,2003657,BX-01,8,33,BX39,40.807899,-73.914053,40.80809,-73.91389,,Preservation,No,Non Prevailing Wage,17,6,5,1,0,0,0,6,13,8,2,0,0,0,29,0,29,29
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63184,620,EAST 141 STREET,Bronx,10454,2025530031,2003652,BX-01,8,2702,BX39,40.807885,-73.914063,40.80768,-73.914233,,Preservation,No,Non Prevailing Wage,17,10,13,2,0,0,0,19,11,12,0,0,0,0,42,0,42,42
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63186,625,EAST 141 STREET,Bronx,10454,2025540003,2003656,BX-01,8,33,BX39,40.807866,-73.913973,40.80799,-73.913662,,Preservation,No,Non Prevailing Wage,10,6,4,0,0,0,0,4,4,12,0,0,0,0,20,0,20,20
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63187,626,EAST 141 STREET,Bronx,10454,2025530036,2003653,BX-01,8,2702,BX39,40.80785,-73.913984,40.80752,-73.913858,,Preservation,No,Non Prevailing Wage,23,11,17,2,0,0,0,9,16,23,5,0,0,0,53,0,53,53
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63190,666,EAST 141 STREET,Bronx,10454,2025680051,2003816,BX-01,8,2702,BX39,40.807517,-73.913197,40.80723,-73.913129,,Preservation,No,Non Prevailing Wage,16,5,8,2,0,0,0,10,6,11,4,0,0,0,31,0,31,31
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63192,682,EAST 141 STREET,Bronx,10454,2025680054,2003817,BX-01,8,2702,BX39,40.807388,-73.912901,40.80711,-73.91289,,Preservation,No,Non Prevailing Wage,18,7,14,2,0,0,5,9,21,5,1,0,0,0,41,0,41,41
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,63193,688,EAST 141 STREET,Bronx,10454,2025680057,2003818,BX-01,8,2702,BX39,40.807341,-73.912789,40.80701,-73.912656,,Preservation,No,Non Prevailing Wage,20,0,9,1,0,0,0,6,10,14,0,0,0,0,30,0,30,30
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,99947,592,OAK TERRACE,Bronx,10454,2025550013,2003665,BX-01,8,33,BX39,40.80894,-73.914543,40.80886,-73.914944,,Preservation,No,Non Prevailing Wage,19,3,10,0,0,0,0,10,19,1,2,0,0,0,32,0,32,32
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,99948,593,OAK TERRACE,Bronx,10454,2025550030,2003672,BX-01,8,33,BX39,40.808992,-73.91464,40.80922,-73.914676,,Preservation,No,Non Prevailing Wage,21,3,11,3,0,0,0,9,15,13,1,0,0,0,38,0,38,38
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,99951,601,OAK TERRACE,Bronx,10454,2025550028,2003671,BX-01,8,33,BX39,40.808907,-73.914394,40.80914,-73.914448,,Preservation,No,Non Prevailing Wage,13,5,4,2,0,0,0,6,10,7,1,0,0,0,24,0,24,24
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,104140,324,POWERS AVENUE,Bronx,10454,2025720001,2091300,BX-01,8,33,BX39,40.807516,-73.912388,40.80737,-73.912157,,Preservation,No,Non Prevailing Wage,31,3,23,2,0,0,6,23,25,5,0,0,0,0,59,0,59,59
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,110462,305,ST ANNS AVENUE,Bronx,10454,2022670040,2000079,BX-01,8,39,BX39,40.808658,-73.916277,40.80869,-73.916602,,Preservation,No,Non Prevailing Wage,11,4,4,0,0,0,0,0,8,6,5,0,0,0,19,0,19,19
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,110468,364,ST ANNS AVENUE,Bronx,10454,2025560017,2003687,BX-01,8,33,BX39,40.809937,-73.91547,40.80981,-73.915199,,Preservation,No,Non Prevailing Wage,7,2,8,0,0,0,2,8,4,0,3,0,0,0,17,0,17,17
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,110470,372,ST ANNS AVENUE,Bronx,10454,2025560023,2003689,BX-01,8,33,BX39,40.810211,-73.915296,40.8102,-73.914945,,Preservation,No,Non Prevailing Wage,8,3,8,1,0,0,1,3,10,0,6,0,0,0,20,0,20,20
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,110908,576,ST MARYS STREET,Bronx,10454,2025560027,2003690,BX-01,8,33,BX39,40.810312,-73.914768,40.8101,-73.914747,,Preservation,No,Non Prevailing Wage,6,6,3,0,0,0,0,6,2,3,4,0,0,0,15,0,15,15
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,806284,348,BEEKMAN AVENUE,Bronx,10454,2025540018,2003660,BX-01,8,33,BX39,40.808969,-73.913726,40.80886,-73.913491,,Preservation,No,Non Prevailing Wage,12,6,13,0,0,0,0,10,12,0,9,0,0,0,31,0,31,31
65227,DIEGO BEEKMAN MHA.GHPP.FY18,Multifamily Finance Program,2018-06-26T00:00:00.000,,806285,352,BEEKMAN AVENUE,Bronx,10454,2025540018,2003660,BX-01,8,33,BX39,40.809049,-73.913679,40.80886,-73.913491,,Preservation,No,Non Prevailing Wage,19,3,14,0,0,0,0,15,17,0,4,0,0,0,36,0,36,36
65772,820-836 GLENMORE AVE,Multifamily Incentives Program,2018-06-26T00:00:00.000,,982789,820-836,GLENMORE AVENUE,Brooklyn,11208,3040060013,,BK-05,37,1192,BK82,40.675563,-73.879881,40.67538,-73.879589,,New Construction,No,Non Prevailing Wage,0,12,0,0,0,0,0,2,10,0,0,0,0,0,12,0,12,79
65773,2437 PITKIN AVENUE,Multifamily Incentives Program,2018-06-26T00:00:00.000,,995923,2433,PITKIN AVENUE,Brooklyn,11208,3040030035,,BK-05,37,1166,BK82,40.673889,-73.882454,40.67412,-73.882479,,New Construction,No,Non Prevailing Wage,0,6,0,0,4,0,0,5,5,0,0,0,0,0,10,0,10,32
61837,9 FORT WASHINGTON AVENUE CLUSTER,Multifamily Finance Program,2018-06-25T00:00:00.000,,21861,9,FT WASHINGTON AVENUE,Manhattan,10032,1021360047,1063314,MN-12,7,247,MN36,40.835584,-73.944496,40.83542,-73.944713,,Preservation,No,Non Prevailing Wage,0,0,0,25,0,0,0,6,11,8,0,0,0,0,0,25,25,25
61837,9 FORT WASHINGTON AVENUE CLUSTER,Multifamily Finance Program,2018-06-25T00:00:00.000,,42786,609,WEST 158 STREET,Manhattan,10032,1021360005,1063303,MN-12,7,247,MN36,40.835014,-73.945222,40.83514,-73.944915,,Preservation,No,Non Prevailing Wage,0,0,0,25,0,0,0,0,17,8,0,0,0,0,0,25,25,25
61837,9 FORT WASHINGTON AVENUE CLUSTER,Multifamily Finance Program,2018-06-25T00:00:00.000,,42889,518,WEST 161 STREET,Manhattan,10032,1021190028,1062835,MN-12,7,245,MN36,40.835673,-73.940983,40.83563,-73.941449,,Preservation,No,Non Prevailing Wage,0,0,0,24,0,0,0,1,13,10,0,0,0,0,0,24,24,24
61837,9 FORT WASHINGTON AVENUE CLUSTER,Multifamily Finance Program,2018-06-25T00:00:00.000,,43012,544,WEST 163 STREET,Manhattan,10032,1021220142,1062944,MN-12,7,245,MN36,40.837265,-73.940884,40.83723,-73.941386,,Preservation,No,Non Prevailing Wage,0,0,0,20,0,0,0,1,12,7,0,0,0,0,0,20,20,20
63880,PRC TIFFANY STREET,Multifamily Finance Program,2018-06-25T00:00:00.000,2020-11-30T00:00:00.000,984611,975,TIFFANY STREET,Bronx,10459,2027130020,,BX-02,17,159,BX27,40.822145,-73.894903,40.82215,-73.895264,2020-11-30T00:00:00.000,New Construction,No,Non Prevailing Wage,46,40,74,0,0,1,11,83,42,25,0,0,0,0,161,0,161,161
64252,LINDEN TERRACE BUILDING 1,Multifamily Finance Program,2018-06-25T00:00:00.000,,984242,2858,LINDEN BOULEVARD,Brooklyn,11208,,,BK-05,42,1220,BK82,40.670044,-73.858687,,,,New Construction,No,Non Prevailing Wage,48,48,138,0,0,1,38,99,76,22,0,0,0,0,235,0,235,235
66556,BEREAN HDFC.HUDMF.FY18,Multifamily Finance Program,2018-06-25T00:00:00.000,2018-06-25T00:00:00.000,374527,1481,ST MARKS AVENUE,Brooklyn,11233,3014520076,3413799,BK-16,41,303,BK79,40.673494,-73.918516,40.67371,-73.918501,2018-06-25T00:00:00.000,Preservation,Yes,Non Prevailing Wage,67,8,1,0,0,1,19,58,0,0,0,0,0,0,77,0,77,77
66810,NEW LIFE HOMES HDFC.YR15.FY18,Multifamily Finance Program,2018-06-25T00:00:00.000,2018-06-25T00:00:00.000,937837,373,DE WITT AVENUE,Brooklyn,11207,3038750054,3389796,BK-05,42,1098,BK82,40.656358,-73.896559,40.65638,-73.896386,2018-06-25T00:00:00.000,Preservation,Yes,Non Prevailing Wage,42,8,4,0,0,1,55,0,0,0,0,0,0,0,55,0,55,55
67304,89-15 138TH STREET APARTMENTS,Multifamily Incentives Program,2018-06-25T00:00:00.000,2019-04-16T00:00:00.000,550159,89-15,138 STREET,Queens,11435,4099740035,,QN-12,24,212,QN61,40.701291,-73.814365,40.70157,-73.81422,2019-04-16T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,2,8
67364,CONFIDENTIAL,Homeowner Assistance Program,2018-06-25T00:00:00.000,2018-09-13T00:00:00.000,,----,----,Brooklyn,,,,BK-18,46,,,,,,,2018-09-13T00:00:00.000,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
58623,BRONXVIEW AT SERVIAM,Multifamily Finance Program,2018-06-22T00:00:00.000,,976713,2885,MARION AVENUE,Bronx,10458,2032910004,,BX-07,15,40702,BX05,40.868482,-73.88506,40.86786,-73.886453,,New Construction,No,Non Prevailing Wage,12,12,67,22,0,1,0,26,66,22,0,0,0,0,114,0,114,114
61612,EBENEZER PLAZA PHASE 1A,Multifamily Finance Program,2018-06-22T00:00:00.000,,975696,94,NEW LOTS AVENUE,Brooklyn,11212,3038620001,,BK-16,42,920,BK81,40.657971,-73.901754,40.65764,-73.901325,,New Construction,No,Non Prevailing Wage,40,40,116,0,0,1,19,122,36,20,0,0,0,0,197,0,197,197
63172,1618 FULTON STREET,Multifamily Finance Program,2018-06-22T00:00:00.000,,974500,1618,FULTON STREET,Brooklyn,11213,3016990033,,BK-03,36,271,BK61,40.679651,-73.936106,40.67941,-73.936185,,New Construction,No,Non Prevailing Wage,8,21,23,50,0,1,26,46,31,0,0,0,0,0,103,0,103,103
63751,MOSHOLU GRAND,Multifamily Finance Program,2018-06-22T00:00:00.000,2020-08-13T00:00:00.000,927005,150,VAN CORTLANDT AVENUE EAST,Bronx,,,,BX-07,11,,,,,,,2020-08-13T00:00:00.000,New Construction,No,Non Prevailing Wage,16,15,97,23,0,1,12,70,44,26,0,0,0,0,152,0,152,152
67231,WEST END. 483 WEST END AVE. WEST END INTERGENERATIONAL,Multifamily Finance Program,2018-06-22T00:00:00.000,2018-06-22T00:00:00.000,44024,483,WEST END AVENUE,Manhattan,10024,1012450070,1033820,MN-07,6,171,MN12,40.787072,-73.9792,40.78718,-73.979452,2018-06-22T00:00:00.000,Preservation,Yes,Non Prevailing Wage,24,0,16,0,0,0,40,0,0,0,0,0,0,0,40,0,40,40
67278,CONFIDENTIAL,Homeowner Assistance Program,2018-06-22T00:00:00.000,2018-06-22T00:00:00.000,,----,----,Queens,,,,QN-10,32,,,,,,,2018-06-22T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
67279,CONFIDENTIAL,Homeowner Assistance Program,2018-06-22T00:00:00.000,2018-06-22T00:00:00.000,,----,----,Brooklyn,,,,BK-17,45,,,,,,,2018-06-22T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
67305,88 HART STREET,Multifamily Incentives Program,2018-06-22T00:00:00.000,2019-06-21T00:00:00.000,966625,88,HART STREET,Brooklyn,11206,3017710011,,BK-03,36,261,BK75,40.693249,-73.948022,40.69301,-73.948094,2019-06-21T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,10
62210,CEDAR MANOR MUTUAL HOUSING CORP.HRP.FY18,Multifamily Finance Program,2018-06-21T00:00:00.000,,564090,116-51,157 STREET,Queens,11434,4122350002,4457746,QN-12,28,278,QN76,40.684426,-73.785387,40.68491,-73.784949,,Preservation,No,Non Prevailing Wage,5,66,0,0,0,1,1,8,48,15,0,0,0,0,0,72,72,72
62210,CEDAR MANOR MUTUAL HOUSING CORP.HRP.FY18,Multifamily Finance Program,2018-06-21T00:00:00.000,,810950,116-11,157 STREET,Queens,11434,4122350002,4457744,QN-12,28,278,QN76,40.684985,-73.786301,40.68491,-73.784949,,Preservation,No,Non Prevailing Wage,56,16,0,0,0,0,1,8,47,16,0,0,0,0,0,72,72,72
62210,CEDAR MANOR MUTUAL HOUSING CORP.HRP.FY18,Multifamily Finance Program,2018-06-21T00:00:00.000,,810951,116-31,157 STREET,Queens,11434,4122350002,4457745,QN-12,28,278,QN76,40.68474,-73.785898,40.68491,-73.784949,,Preservation,No,Non Prevailing Wage,4,68,0,0,0,0,1,8,47,16,0,0,0,0,0,72,72,72
64436,1755 WATSON AVENUE,Multifamily Finance Program,2018-06-21T00:00:00.000,,984304,1111,COMMONWEALTH AVENUE,Bronx,10472,,,BX-09,18,70,BX55,40.82802,-73.867385,,,,New Construction,No,Non Prevailing Wage,23,32,67,0,0,1,27,50,29,17,0,0,0,0,123,0,123,123
64436,1755 WATSON AVENUE,Multifamily Finance Program,2018-06-21T00:00:00.000,,984305,1115,COMMONWEALTH AVENUE,Bronx,10472,,,BX-09,18,70,BX55,40.828125,-73.86741,,,,New Construction,No,Non Prevailing Wage,15,18,35,0,0,0,30,38,0,0,0,0,0,0,68,0,68,68
64436,1755 WATSON AVENUE,Multifamily Finance Program,2018-06-21T00:00:00.000,,984306,1120,ROSEDALE AVENUE,Bronx,10472,,,BX-09,18,70,BX55,40.828084,-73.868368,,,,New Construction,No,Non Prevailing Wage,28,31,75,0,0,1,26,48,55,6,0,0,0,0,135,0,135,135
67306,94 SOUTH 4TH STREET,Multifamily Incentives Program,2018-06-21T00:00:00.000,2018-06-21T00:00:00.000,947629,94,SOUTH 4 STREET,Brooklyn,11249,3024430011,,BK-01,34,549,BK73,40.712326,-73.96412,40.71215,-73.9643,2018-06-21T00:00:00.000,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,7
67348,CONFIDENTIAL,Homeowner Assistance Program,2018-06-21T00:00:00.000,2019-01-24T00:00:00.000,,----,----,Queens,,,,QN-13,31,,,,,,,2019-01-24T00:00:00.000,Preservation,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
67415,CONFIDENTIAL,Homeowner Assistance Program,2018-06-21T00:00:00.000,2018-10-01T00:00:00.000,,----,----,Brooklyn,,,,BK-17,45,,,,,,,2018-10-01T00:00:00.000,Preservation,No,Non Prevailing Wage,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,1182,2086,2 AVENUE,Manhattan,10029,1016780001,1081081,MN-11,8,170,MN33,40.791363,-73.941885,40.79077,-73.940777,,Preservation,No,Non Prevailing Wage,0,118,0,0,0,0,1,19,78,20,0,0,0,0,0,118,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,1946,1925,3 AVENUE,Manhattan,10029,1016560001,1080689,MN-11,8,170,MN33,40.791666,-73.944594,40.79177,-73.943062,,Preservation,No,Non Prevailing Wage,0,114,0,0,0,0,1,19,75,19,0,0,0,0,0,114,114,114
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,804638,225,EAST 106 STREET,Manhattan,10029,1016560001,1080691,MN-11,8,170,MN33,40.791073,-73.943475,40.79177,-73.943062,,Preservation,No,Non Prevailing Wage,0,116,0,0,0,0,1,19,77,19,0,0,0,0,0,116,116,116
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,804639,315,EAST 106 STREET,Manhattan,10029,1016780001,1081083,MN-11,8,170,MN33,40.790265,-73.941561,40.79077,-73.940777,,Preservation,No,Non Prevailing Wage,1,113,4,0,0,0,1,19,79,19,0,0,0,0,0,118,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,804640,325,EAST 106 STREET,Manhattan,10029,1016780001,1081085,MN-11,8,170,MN33,40.790086,-73.941139,40.79077,-73.940777,,Preservation,No,Non Prevailing Wage,1,116,1,0,0,0,0,19,78,21,0,0,0,0,0,118,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,804647,324,EAST 108 STREET,Manhattan,10029,1016780001,1081080,MN-11,8,170,MN33,40.791403,-73.940332,40.79077,-73.940777,,Preservation,No,Non Prevailing Wage,0,117,1,0,0,0,1,19,78,20,0,0,0,0,0,118,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,804648,334,EAST 108 STREET,Manhattan,10029,1016780001,1081079,MN-11,8,170,MN33,40.791244,-73.939957,40.79077,-73.940777,,Preservation,No,Non Prevailing Wage,0,115,3,0,0,0,1,19,80,18,0,0,0,0,0,118,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,804717,211,EAST 106 STREET,Manhattan,10029,1016560001,1080690,MN-11,8,170,MN33,40.79137,-73.944179,40.79177,-73.943062,,Preservation,No,Non Prevailing Wage,0,115,0,0,0,0,1,19,76,19,0,0,0,0,0,115,115,115
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,804823,2065,1 AVENUE,Manhattan,10029,1016780001,1081084,MN-11,8,170,MN33,40.790017,-73.939792,40.79077,-73.940777,,Preservation,No,Non Prevailing Wage,0,118,0,0,0,0,1,19,77,21,0,0,0,0,0,118,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,804824,2075,1 AVENUE,Manhattan,10029,1016780001,1081078,MN-11,8,170,MN33,40.790376,-73.939532,40.79077,-73.940777,,Preservation,No,Non Prevailing Wage,0,117,1,0,0,0,1,19,78,20,0,0,0,0,0,118,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,805279,2075,2 AVENUE,Manhattan,10029,1016560001,1084322,MN-11,8,170,MN33,40.791067,-73.942128,40.79177,-73.943062,,Preservation,No,Non Prevailing Wage,0,116,0,0,0,0,1,19,76,20,0,0,0,0,0,116,116,116
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,805280,2078,SECOND AVENUE,Manhattan,10029,1016780001,1081082,MN-11,8,170,MN33,40.791036,-73.942124,40.79077,-73.940777,,Preservation,No,Non Prevailing Wage,0,116,2,0,0,0,1,19,79,19,0,0,0,0,0,118,118,118
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,805281,2081,2 AVENUE,Manhattan,10029,1016560001,1080693,MN-11,8,170,MN33,40.791371,-73.941907,40.79177,-73.943062,,Preservation,No,Non Prevailing Wage,0,114,0,0,0,0,0,19,76,19,0,0,0,0,0,114,114,114
48885,FRANKLIN PLAZA APARTMENTS INC.HRP.FY18,Multifamily Finance Program,2018-06-20T00:00:00.000,,805394,1945,3 AVENUE,Manhattan,10029,1016560001,1080688,MN-11,8,170,MN33,40.792374,-73.944073,40.79177,-73.943062,,Preservation,No,Non Prevailing Wage,0,115,0,0,0,0,1,19,76,19,0,0,0,0,0,115,115,115
64793,148-31 90TH AVE.,Multifamily Incentives Program,2018-06-20T00:00:00.000,,977056,148-31,90 AVENUE,Queens,11435,4096810085,,QN-12,24,240,QN61,40.703334,-73.806836,40.70383,-73.806052,,New Construction,No,Non Prevailing Wage,0,0,18,0,0,0,1,10,7,0,0,0,0,0,18,0,18,90
