,decade,compound,GPE,Unnamed: 0,Artist,Song Name,release date,Line,Line Before,Line After,pos,neg,neu,year
1042,2000.0,0.0,New York,1042,Jay Z,Appearance on Real Time with Bill Maher,2001-12-18,Don\'t punish every city in New York for Mike Bloomberg\'s tics. The fact is--,[Frank],,0.0,0.0,1.0,2001.0
1040,2000.0,0.0,New York,1040,Jay Z,Appearance on Real Time with Bill Maher,2001-12-18,"You’re fighting a straw man. Of course Stop-and-Frisk, the way they’re doing it, is wrong, but answer is not fewer police. You hear people in the African-American community in New York complaining about Stop-and-Frisk, not get the cops outta here. They want the cops to be there and to be better behaved.",[Frank],,0.0,0.0,1.0,2001.0
1039,2000.0,0.0,New York,1039,Jay Z,Appearance on Real Time with Bill Maher,2001-12-18,But I don’t think Stop-and-Frisk is a few bad apples. That’s an institutionalized racism that the NYPD has been conducting for years. They stopped more young black men than there are young black men in New York last year. I don’t seem them stopping and frisking Wall Street bankers--they have tons of cocaine on them.,[Goldstein],,0.0,0.0,1.0,2001.0
1035,2000.0,0.0,New York,1035,Jay Z,Appearance on Real Time with Bill Maher,2001-12-18,"But I think over-policing is part of the problem. I mean, look at New York City and look at stop and frisk. I mean, policing in communities of color...I mean, I don\'t know, I can’t talk this better than you can, but I’m curious or your opinion, Jay Z--",[Alexis Goldstein],,0.0,0.0,1.0,2001.0
1027,2000.0,0.0,New York,1027,Jay Z,American Gangster,2003-11-14,And you say New York City,"American dreamin'Embed"", ""American Gangster Lyrics[Intro]",Uh-huh,0.0,0.0,1.0,2003.0
167,2000.0,0.0,New York,167,Dead Prez,Last Dayz Reloaded,2003-07-15,"Crips and bloods banging in New York, that\'s outrageous","Busting 12 gauges, breaking your minds out the cages",Protesting is hopeless,0.0,0.0,1.0,2003.0
164,2000.0,0.0,New York,164,Dead Prez,Know Your Enemy,2009-01-01,Crips and Bloods bangin' in New York,,"That's outragesEmbed"", 'Last Dayz Reloaded LyricsSouth suicide Queens",0.0,0.0,1.0,2009.0
66,2000.0,0.0,New York,66,Nicki Minaj,Beez In The Trap,2009-04-18,"It\'s New York, Philly, and the whole DMV","It\'s that New Orleans, it\'s LA or The Bay","I\'m a Detroit player, man, it\'s North-South Cack",0.0,0.0,1.0,2009.0
59,2000.0,0.0,New York,59,Nicki Minaj,Beez In The Trap,2009-04-18,"It\'s New York, Philly, and the whole DMV","It\'s that New Orleans, it\'s LA or The Bay","I\'m a Detroit player, man, it\'s North-South Cack",0.0,0.0,1.0,2009.0
159,2000.0,0.0,New York,159,Dead Prez,Dead Prez,2004-01-01,"New York and Cali, F-L-A","A-F-R-I-C-A, Puerto Rico, Haiti, and J.A","No it ain't 'bout where you stay, it's bout the motherland",0.0,0.0,1.0,2004.0
4277,2000.0,0.0,New York,4277,Ol' Dirty Bastard,Harlem World,2005-06-21,Make you imitate a brother in the state of New York,"Swine on your mind, pork on your fork","Chain on your BRAIN, that drove you inSANE",0.0,0.0,1.0,2005.0
4280,2000.0,0.0,New York,4280,Ol' Dirty Bastard,Harlem World (2020 Remaster),2005-01-04,Make you imitate a brother in the state of New York,"Swine on your mind, pork on your fork",Chain on your brain that drove you insane,0.0,0.0,1.0,2005.0
114,2000.0,0.0,New York,114,DMX,Catching The Same Hell,2002-06-06,"Everywhere you walk you chump, from LA to New York to","And coming back to hawk you, stalk you","Where ever you go, I\'ll be there like a shadow",0.0,0.0,1.0,2002.0
723,2000.0,0.0,New York,723,Mobb Deep,Back at You (clean),2007-03-13,"Back in New York, my shortie's got the cash pilin",I known for start whylin,Peep this on some knowns and teef shit,0.0,0.0,1.0,2007.0
588,2000.0,0.0,New York,588,Kool G Rap,Mafioso,2008-02-05,Pile this paper longer than mail list from New York to Dallas,Be grippin' cannons till my hands are callused,"Purchase a palace, sip coladas with the whole Borgata",0.0,0.0,1.0,2008.0
566,2000.0,0.0,New York,566,Kool G Rap,Gun Ho City,2006-04-17,"Don't call it New York, this is Gun Ho City!",[Hook: Kool G. Rap],(Laugh that sounds like Vincent Price),0.0,0.0,1.0,2006.0
556,2000.0,0.0,New York,556,Kool G Rap,For Da Brothaz,2002-11-26,"Died at the age of 17, Brooklyn East New York legend","So to my shorty dog, Puzzle, I\'m pledgin\'",[Hook],0.0,0.0,1.0,2002.0
1486,2000.0,0.0,New York,1486,U-God,Hips,2005-09-13,New York mix with a Compton style,"Tear it down, down to the last compound",Go bonkers wild on ya stomping ground,0.0,0.0,1.0,2005.0
1547,2000.0,0.0,New York,1547,Naughty by Nature,Shout Out,2002-05-07,(New York),[Verse 1],We gotta say good lookin\' out to my man Funkmaster Flex,0.0,0.0,1.0,2002.0
1520,2000.0,0.0,New York,1520,Pacewon,You,2004-01-01,"Connecticut, New York city",For my people out in Philly,"Bad Boy, see the no smokin' signs",0.0,0.0,1.0,2004.0
1516,2000.0,0.0,New York,1516,Pacewon,Sunroof Top,2002-01-01,"Avenue, New York, New York",Semi check they\'re after us - 260 Madison,"My crew walk through y\'all like MOVE IT, MOVE IT",0.0,0.0,1.0,2002.0
1431,2000.0,0.0,New York,1431,U-God,Climate,2008-01-01,It seemed compelling to say New York really lost it,"Hip-hop is the monster, Evolution's construct",So we sat at the table with the top heads and bosses,0.0,0.0,1.0,2008.0
1451,2000.0,0.0,New York,1451,U-God,Elegance,2009-06-23,And you say New York City,[Samples],Is like that y'all,0.0,0.0,1.0,2009.0
3942,2000.0,0.0,New York,3942,50 Cent,Drama Never Ends,2007-09-11,"It's hard, yeah, it's hard, this that New York shit",[Verse 1],"That black glove, wood grip, outline 'em in chalk shit",0.0,0.0,1.0,2007.0
1692,2000.0,0.0,New York,1692,Masta Ace,Bklyn Masala,2004-08-03,I can tell she was new in New York just from her tone,I asked could I carry your bags and walk her home,\'Cause she wasn\'t that typical rude and ignorant,0.0,0.0,1.0,2004.0
1722,2000.0,0.0,New York,1722,Masta Ace,Good Music,2001-10-16,"Yeah, we come from everywhere - Brooklyn, New York",[Verse One: Masta Ace],"Boston, L.I., everywhere you walk",0.0,0.0,1.0,2001.0
1740,2000.0,0.0,New York,1740,Masta Ace,Intro,2004-08-03,On the streets of New York,He came to spend the summer,Trippin' on how we dress,0.0,0.0,1.0,2004.0
3947,2000.0,0.0,New York,3947,50 Cent,Follow My Lead,2003-02-06,"After seven hours, New York to London, you\'re wonderin\'",[Verse 2],What\'s gon\' be the next stop - I told you,0.0,0.0,1.0,2003.0
1738,2000.0,0.0,New York,1738,Masta Ace,I Like Dat,2009-01-01,"Hottest spot in New York City, you know what it is, DJ Finesse",Aight' ya'll that's gonna do it for this Saturday night,Shouts to my man Masta Ace for comin' through hosting tonight,0.0,0.0,1.0,2009.0
1737,2000.0,0.0,New York,1737,Masta Ace,I Like Dat,2009-01-01,"Brooklyn, New York we in the spot (that's right)",[Hook],Everywhere you go we in the spot,0.0,0.0,1.0,2009.0
1735,2000.0,0.0,New York,1735,Masta Ace,I Like Dat,2009-01-01,"Brooklyn, New York we in the spot",[Hook],Everywhere we go we in the spot,0.0,0.0,1.0,2009.0
1732,2000.0,0.0,New York,1732,Masta Ace,I Like Dat,2009-01-01,Ladies and gentlemen welcome to the hottest spot\u2005in\u2005New York City\u2005on a Saturday Night,"Mic check, one two, one two, mic check","You already know\u2005who it is. Its ya boy DJ Finesse, Mr. Bad Boy DJ",0.0,0.0,1.0,2009.0
1726,2000.0,0.0,New York,1726,Masta Ace,Good Music,2001-10-16,"New York, New Jersey, Philly, D.C., Virginia",[Outro {*overlapping sample*}],"Chi-Town, St. Louis, Houston, Atlanta",0.0,0.0,1.0,2001.0
1626,2000.0,0.0,New York,1626,Max B,Goon Music,2008-10-03,"Goon Musik, we run New York",You can smell it in my breath when I talk,"I walk like, talk like",0.0,0.0,1.0,2008.0
1625,2000.0,0.0,New York,1625,Max B,Goon Music,2008-10-03,"Goon Musik, we run New York",You can smell it in my breath when I talk,[Verse 1: French Montana],0.0,0.0,1.0,2008.0
3981,2000.0,0.0,New York,3981,Method Man,Guillotine,2006-08-29,A New York Giant stand in front of ya ...,Pick em off form long range break em down to small change,"Squad, what up God, a million to one one odds",0.0,0.0,1.0,2006.0
1627,2000.0,0.0,New York,1627,Max B,Goon Music,2008-10-03,"Goon Musik, we run New York",You can smell it in my breath when I talk,[Verse 2: Dame Grease],0.0,0.0,1.0,2008.0
1628,2000.0,0.0,New York,1628,Max B,Goon Music,2008-10-03,"Goon Musik, we run New York",You can smell it in my breath when I talk,"I walk like, talk like",0.0,0.0,1.0,2008.0
1629,2000.0,0.0,New York,1629,Max B,Goon Music,2008-10-03,"Goon Musik, we run New York",You can smell it in my breath when I talk,,0.0,0.0,1.0,2008.0
1630,2000.0,0.0,New York,1630,Max B,Goon Music,2008-10-03,"Goon Musik, we run New York",You can smell it in my breath when I talk,"I walk like, talk like",0.0,0.0,1.0,2008.0
1271,2000.0,0.0,New York,1271,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Produced by Carlos ""July Six"" Broady & Nashiem Myrick for Top of New York Inc./Bad Boy Entertainment, Inc. & by Sean ""Puffy"" Combs for Bad Boy Entertainment, Inc",Published by Big Poppa Music/Justin Combs Publishing adm. by EMI-April Music/Nash Mack Publishing (ASCAP)/July Six Publishing (BMI)/Justin Combs Publishing adm. by EMI-April Music/Protoons Inc./Rush Groove (ASCAP),"Recorded by Axel Niehaus at Caribbean Sound Basin, Trinidad, WI and by Doug Wilson & Stephen Dent at Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1868,2000.0,0.0,New York,1868,KRS-One,Better & Better,2008-06-10,"See them cats they be liars, we the New York survivors",I grew up in them days when crack was new to drug dealers,"Eighty-one to ninety-one, they was our record buyers",0.0,0.0,1.0,2008.0
1869,2000.0,0.0,New York,1869,KRS-One,Beware,2008-02-19,When you advertise in New York,[Hook: KRS-One],"You best to beware, oh yes",0.0,0.0,1.0,2008.0
1878,2000.0,0.0,New York,1878,KRS-One,Bring It Back,2008-02-19,"Bring it bring it back, that old New York rap"") -- repeats in background","(""Bring it back, that old New York rap",The only reality,0.0,0.0,1.0,2008.0
1881,2000.0,0.0,New York,1881,KRS-One,Bring It Back,2008-02-19,"Bring it bring it back, that old New York rap"") - repeat 2X","(""Bring it back, that old New York rap",,0.0,0.0,1.0,2008.0
1232,2000.0,0.0,New York,1232,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Produced by Carlos ""July Six"" Broady & Nashiem Myrick for Top of New York, Inc./Bad Boy Entertainment, Inc","Published by Big Poppa Music/Justin Combs Publishing adm. by EMI-April Music, Nash Mack Publishing (ASCAP)/July Six Publishing (BMI)",Co-produced by Paragon,0.0,0.0,1.0,2005.0
1882,2000.0,0.0,New York,1882,KRS-One,Bring It Back,2008-02-19,"(""Bring it back, that old New York rap",Cause only skills put you up out the gutter so I utter,"Bring it bring it back, that old New York rap"") - repeat 2X",0.0,0.0,1.0,2008.0
1242,2000.0,0.0,New York,1242,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Produced by Nashiem Myrick & Carlos ""July Six"" Broady for Top of New York, Inc./Bad Boy Entertainment, Inc. & by Sean ""Puffy"" Combs & Stevie J. for Bad Boy Entertainment, Inc","Published by Big Poppa Music/Justin Combs Publishing adm. by EMI-April Music, Nash Mack Publishing/Justin Combs Publishing adm. by EMI-April Music/Amani Music (ASCAP)","Recorded by Rich July, Lane Craven, ""Prince Charles"" Alexander, Doug Wilson & Rasheed Goodlowe at Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1834,2000.0,0.0,New York,1834,Talib Kweli,Human Mic,2000-01-01,Native New Yorker the way that we talk,Covered in the ashes of both towers,Make him an offer that you can't refuse,0.0,0.0,1.0,2000.0
1335,2000.0,0.0,New York,1335,Jean Grae,Football Season Is Over,2003-10-07,"Left New York, worked at the headquarters in Texas","The work got done, calendar filled with x\'s","Got a husband, home, babies, I\'m making breakfast",0.0,0.0,1.0,2003.0
1348,2000.0,0.0,New York,1348,Run–D.M.C.,Ay Papi,2001-01-01,From New York City to Puerto Rico (whoa),"Us cuatro, lock flow, you don\'t know?",[Chorus],0.0,0.0,1.0,2001.0
2152,2000.0,0.0,NYC,2152,Big L,MVP (Summer Smooth Mix),2006-06-28,I'm coming straight out the NYC,I need surgery to get chicks removed from my (chill),"Rap's my J-O-B, and I'm MVP",0.0,0.0,1.0,2006.0
2149,2000.0,0.0,NYC,2149,Big L,Lifestylez ov da Poor & Dangerous,2000-08-01,I'm coming straight out the NYC,I need surgery to get chicks removed from my (chill),"Rap's my J-O-B, and I'm MVP",0.0,0.0,1.0,2000.0
2975,2000.0,0.0,NYC,2975,Craig Mack,Please Listen To My Demo,2001-01-01,Looking out on the terrace at NYC,"Here I am up at Espionage, building 3",Hear a knock on the door,0.0,0.0,1.0,2001.0
1213,2000.0,0.0,NYC,1213,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Lane Craven at Daddy\'s House Recording Studios, NYC","Recorded by Manny Marroquin at NRG Recordings, Hollywood, CA",,0.0,0.0,1.0,2005.0
1065,2000.0,0.0,NYC,1065,Jay Z,Beach Is Better (Interlude),2007-11-06,Big Pimpin\' up in NYC,We doin\',It\'s just that Jigga man Roots band on MTV,0.0,0.0,1.0,2007.0
1064,2000.0,0.0,NYC,1064,Jay Z,Beach Is Better (Interlude),2007-11-06,Big Pimpin\' up in NYC,We doin\',It\'s just that Jigga man B. Sigel Memphis Bleek,0.0,0.0,1.0,2007.0
1063,2000.0,0.0,NYC,1063,Jay Z,Beach Is Better (Interlude),2007-11-06,We doin\' big pimpin\' up in NYC,"Check \'em out now, big pimpin\' on B-L-A-D’s","It\'s just that Jigga Man, Pimp C, and B-U-N B",0.0,0.0,1.0,2007.0
1062,2000.0,0.0,NYC,1062,Jay Z,Beach Is Better (Interlude),2007-11-06,We doin\' big pimpin\' up in NYC,"Check \'em out now, big pimpin\' on B-L-A-D’s","It\'s just that Jigga Man, Pimp C, and B-U-N B",0.0,0.0,1.0,2007.0
1066,2000.0,0.0,NYC,1066,Jay Z,Beach Is Better (Interlude),2007-11-06,Big pimpin\' up in NYC,And we big big pimpin\' on BLADES,It\'s just that Jigga man B. Sigel Memphis Bleek,0.0,0.0,1.0,2007.0
1067,2000.0,0.0,NYC,1067,Jay Z,Beach Is Better (Interlude),2007-11-06,Big pimpin\' up in NYC,And we big big pimpin\' on BLADES,It\'s just that Jigga man Roots band on MTV(8901654),0.0,0.0,1.0,2007.0
1217,2000.0,0.0,NYC,1217,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Rasheed Goodlowe, Lorrenn Argumedes, Cornbread & Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by ""Prince Charles"" Alexander & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Strings Arranged by Stevie J. for Bad Boy Entertainment, Inc",0.0,0.0,1.0,2005.0
364,2000.0,0.0,NYC,364,A Tribe Called Quest,Dis Generation,2006-03-15,I be in NYC waiting for that law to pass,Imbibing on impeccable grass,"(Pass shit, been waiting for a Jet's title since last",0.0,0.0,1.0,2006.0
4199,2000.0,0.0,NYC,4199,Ol' Dirty Bastard,Anybody,2002-03-19,NYC CP-3 nigga what?,Some of the ODB what?,Let me ask you a question,0.0,0.0,1.0,2002.0
4200,2000.0,0.0,NYC,4200,Ol' Dirty Bastard,Anybody,2002-03-19,"The CP3, the ODB from NYC the ghetto B",I ask ya how you feelin\' my collabo\',"Light it up, let it cook, look in the mirror, as we crush",0.0,0.0,1.0,2002.0
4296,2000.0,0.0,NYC,4296,Ol' Dirty Bastard,Move Back,2005-01-04,"Move back, its no touchin' me, I'm from that place called NYC",[Jae Millz],"H Dub to the death, and I don't give a fuck what party it is",0.0,0.0,1.0,2005.0
665,2000.0,0.0,NYC,665,De La Soul,Forever,2001-01-01,"Thoroughbred, NYC borough bred","That isn't an option, our theme is to be currency kings",We barrel through dirt and cracked open cement,0.0,0.0,1.0,2001.0
1482,2000.0,0.0,NYC,1482,U-God,Golden Arms Redemption (Credits),2009-06-23,"DIGITAL ASSEMBLY by The RZA at 36 Chambers, NYC",Photos by: Clay Mc Bride,"Mastered by Chris Athens at Sterling Sound, Inc",0.0,0.0,1.0,2009.0
1481,2000.0,0.0,NYC,1481,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: 36 Chambers, NYC by Jose ""CHOCO"" Reynoso","Recorded at: Studio 57, NYC by Arly Sky",,0.0,0.0,1.0,2009.0
1480,2000.0,0.0,NYC,1480,U-God,Golden Arms Redemption (Credits),2009-06-23,"Recorded at: Studio 57, NYC by Arly Sky","Written by: J. Mercado, L. Hawkins; Diggs Family Music (BMI)","Mixed at: 36 Chambers, NYC by Jose ""CHOCO"" Reynoso",0.0,0.0,1.0,2009.0
1479,2000.0,0.0,NYC,1479,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: Avatar Recording Studios, NYC by Arly Sky","Recorded at: Studios South, Miami by Andi Carr","""LEATHA FACE appears courtesy of Suppa Nigga Productions",0.0,0.0,1.0,2009.0
1478,2000.0,0.0,NYC,1478,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: 36 Chambers, NYC by Carlos ""C-12"" Bess","Recorded at: Quad Recording Studios, NYC by Arly Sky",,0.0,0.0,1.0,2009.0
1477,2000.0,0.0,NYC,1477,U-God,Golden Arms Redemption (Credits),2009-06-23,"Recorded at: Quad Recording Studios, NYC by Arly Sky","Written by: R. Diggs, L. Hawkins; Ramecca Publishing\\ Carees-BMG Music Publishing, INC.(BMI), Diggs Family Music (BMI)","Mixed at: 36 Chambers, NYC by Carlos ""C-12"" Bess",0.0,0.0,1.0,2009.0
1476,2000.0,0.0,NYC,1476,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: 36 Chambers, NYC by Carlos ""C-12"" Bess","Recorded at: Studios South, Miami by Andi Carr",,0.0,0.0,1.0,2009.0
1219,2000.0,0.0,NYC,1219,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Lane Craven & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC & The Hit Factory, NYC","Recorded by Axel Niehaus at Caribbean Sound Basin, Trinidad, WI & Doug Wilson at Daddy\'s House Recording Studios, NYC","2nd Engineers: Lynn Montrose, Lorrenn Argumedes, Rasheed Goodlowe & Steve Jones for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1475,2000.0,0.0,NYC,1475,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: Avatar Recording Studios, NYC by Arly Sky","Recorded at: Studios South, Miami by Andi Carr",,0.0,0.0,1.0,2009.0
1474,2000.0,0.0,NYC,1474,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: Quad Recording Studios, NYC by Arly Sky","Recorded at: Quad Recording Studios, NYC by Kenny Ortiz","""LEATHA FACE appears courtesy of Suppa Nigga Productions",0.0,0.0,1.0,2009.0
1473,2000.0,0.0,NYC,1473,U-God,Golden Arms Redemption (Credits),2009-06-23,"Recorded at: Quad Recording Studios, NYC by Kenny Ortiz","Written by: H. Ali, L. Hawkins, O. Iriziarry, C. Woods, C. Smith; Diggs Family Music (BMI), Wu-Tang Publishings/Carees-BMG  Israeli News (BMI)","Mixed at: Quad Recording Studios, NYC by Arly Sky",0.0,0.0,1.0,2009.0
1472,2000.0,0.0,NYC,1472,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: 36 Chambers, NYC by Carlos ""C-12"" Bess","Recorded at; 36 Chambers, NYC by The RZA",,0.0,0.0,1.0,2009.0
1471,2000.0,0.0,NYC,1471,U-God,Golden Arms Redemption (Credits),2009-06-23,"Recorded at; 36 Chambers, NYC by The RZA","Written by: R. Diggs, L. Hawkins; Ramecca Publishing\\ Carees-BMG Music Publishing, INC.(BMI), Diggs Family Music (BMI)","Mixed at: 36 Chambers, NYC by Carlos ""C-12"" Bess",0.0,0.0,1.0,2009.0
1470,2000.0,0.0,NYC,1470,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: Quad Recording Studios, NYC by Arly Sky","Recorded at: Studios South, Miami by Andi Carr","""HELL RAZAH appears courtesy of Fortune 5000 Productions",0.0,0.0,1.0,2009.0
1469,2000.0,0.0,NYC,1469,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at 36 Chambers, NYC by Jose ""CHOCO"" Reynoso","Recorded at: Quad Recording Studios, NYC by Kenny Ortiz","""LEATHA FACE appears courtesy of Suppa Nigga Productions",0.0,0.0,1.0,2009.0
1467,2000.0,0.0,NYC,1467,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: Unique Recording Studios, NYC by Kenny Ortiz","Recorded at: Unique Recording Studios, NYC by Kenny Ortiz",,0.0,0.0,1.0,2009.0
1466,2000.0,0.0,NYC,1466,U-God,Golden Arms Redemption (Credits),2009-06-23,"Recorded at: Unique Recording Studios, NYC by Kenny Ortiz","Written by: D. Dog, L. Hawkins, M. Gaye; One Shot Deal(SESAC), Diggs Family Music (BMI), EMI April Music (ASCAP)","Mixed at: Unique Recording Studios, NYC by Kenny Ortiz",0.0,0.0,1.0,2009.0
1465,2000.0,0.0,NYC,1465,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixedcat: Quad Recording Studios, NYC by Arly Sky","Recorded at: Studio 57, NYC by Arly Sky",,0.0,0.0,1.0,2009.0
1464,2000.0,0.0,NYC,1464,U-God,Golden Arms Redemption (Credits),2009-06-23,"Recorded at: Studio 57, NYC by Arly Sky","Written by: J. Mercado, L. Hawkins; Diggs Family Music (BMI)","Mixedcat: Quad Recording Studios, NYC by Arly Sky",0.0,0.0,1.0,2009.0
1463,2000.0,0.0,NYC,1463,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: 36 Chambers, NYC by Jese ""CHOCO"" Reynoso","Recorded at: Studios South, Miami by Andi Carr",,0.0,0.0,1.0,2009.0
1462,2000.0,0.0,NYC,1462,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: Quad Recording Studios, NYC by Arly Sky","Recorded at: Quad Recording Studios, NYC by Arly Sky",Additional Vocals: Drey Wit Da Y,0.0,0.0,1.0,2009.0
1461,2000.0,0.0,NYC,1461,U-God,Golden Arms Redemption (Credits),2009-06-23,"Recorded at: Quad Recording Studios, NYC by Arly Sky","Written by: J. Hunter, L. Hawkins, O. Iriziarry, Diggs Family Music (BMI)","Mixed at: Quad Recording Studios, NYC by Arly Sky",0.0,0.0,1.0,2009.0
1460,2000.0,0.0,NYC,1460,U-God,Golden Arms Redemption (Credits),2009-06-23,"Mixed at: 36 Chambers, NYC by Carlos ""C-12"" Bess","Recorded at: Studios South, Miami by Andi Carr",,0.0,0.0,1.0,2009.0
1281,2000.0,0.0,NYC,1281,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mastered by Herb Powers at Powers House of Sound, NYC",,,0.0,0.0,1.0,2005.0
1280,2000.0,0.0,NYC,1280,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: John ""JM"" Meredith & Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by Paul Logus & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","All instruments: Stevie J. for Bad Boy Entertainment, Inc",0.0,0.0,1.0,2005.0
1279,2000.0,0.0,NYC,1279,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Paul Logus & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by ""Prince Charles"" Alexander & Doug Wilson at Daddy\'s House Recording Studios, NYC","2nd Engineers: John ""JM"" Meredith & Steve Jones for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1278,2000.0,0.0,NYC,1278,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Recorded by ""Prince Charles"" Alexander & Doug Wilson at Daddy\'s House Recording Studios, NYC",Co-produced by DJ Enuff & Jiv Poss for Stress Entertainment,"Mixed by Paul Logus & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC",0.222,0.222,0.556,2005.0
1277,2000.0,0.0,NYC,1277,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Rasheed Goodlowe, Lynn Montrose & Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by RZA for Wu-Tang Productions & Michael Patterson at Daddy\'s House Recording Studios, NYC",,0.0,0.0,1.0,2005.0
1276,2000.0,0.0,NYC,1276,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by RZA for Wu-Tang Productions & Michael Patterson at Daddy\'s House Recording Studios, NYC","Recorded by Doug Wilson at Daddy\'s House Recording Studios, NYC","2nd Engineers: Rasheed Goodlowe, Lynn Montrose & Steve Jones for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1275,2000.0,0.0,NYC,1275,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Recorded by Doug Wilson at Daddy\'s House Recording Studios, NYC",Produced by RZA for Wu-Tang Productions,"Mixed by RZA for Wu-Tang Productions & Michael Patterson at Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1274,2000.0,0.0,NYC,1274,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineer: Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Hammond Organ: Carlos ""July Six"" Broady",0.0,0.0,1.0,2005.0
1273,2000.0,0.0,NYC,1273,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by Axel Niehaus at Caribbean Sound Basin, Trinidad, WI and by Doug Wilson & Stephen Dent at Daddy\'s House Recording Studios, NYC","2nd Engineer: Steve Jones for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1270,2000.0,0.0,NYC,1270,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Rasheed Goodlowe & John ""JM"" Meredith for Daddy\'s House Recording Studios, NYC","Mixed by Tony Maserati & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC",Additional vocals: Carl Thomas,0.0,0.0,1.0,2005.0
1269,2000.0,0.0,NYC,1269,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Mixed by Tony Maserati & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Recorded by Axel Niehaus at Caribbean Sound Basin, Trinidad, WI and by Doug Wilson & Ben Garrison at Daddy\'s House Recording Studios, NYC","2nd Engineers: Rasheed Goodlowe & John ""JM"" Meredith for Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
1267,2000.0,0.0,NYC,1267,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"2nd Engineers: Lorrenn Argumedes, Rasheed Goodlowe, Lynn Montrose & Steve Jones for Daddy\'s House Recording Studios, NYC","Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC","Additional vocals: Daron Jones, Quinnes Parker, Michael Keith & Marvin Scandrick",0.0,0.0,1.0,2005.0
1265,2000.0,0.0,NYC,1265,The Notorious B.I.G.,Life After Death Album Art,2005-12-20,"Recorded by Lane Crave, ""Prince Charles"" Alexander & Rich July at Daddy\'s House Recording Studios, NYC",Produced by Clark Kent for Superman Productions,"Mixed by Michael Patterson & Sean ""Puffy"" Combs at Daddy\'s House Recording Studios, NYC",0.0,0.0,1.0,2005.0
