Name;Categories;URL;Years Active Start;Birthdate;Summary;Years Active End;Deathdate;Clip Example YouTube;City;Neighborhood;Coordinates
Kodak Black;rapper;https://en.wikipedia.org/wiki/Kodak_Black;;;Dieuson Octave (born June 11, 1997), better known by his stage name Kodak Black, is an American hip hop recording artist.;;;https://www.youtube.com/embed/pzhctd7n_fA;Pompano Beach;Golden Acres;26.244499,-80.1460351
MC Solaar;"producer;rapper;singer";https://en.wikipedia.org/wiki/MC_Solaar;;;Claude M'Barali better known by his stage name MC Solaar (born March 5, 1969) is a French hip hop and rap artist with Senegalese and Chadian origins.;;;https://www.youtube.com/embed/PjELabiPItw;Villeneuve-Saint-Georges;Quartier Nord;48.7511682,2.4485109
Lil' Flip;rapper;https://en.wikipedia.org/wiki/Lil%27_Flip;1999;1981-03-03;Wesley Eric Weston, Jr.[1][2] (born March 3, 1981), better known by his stage name Lil' Flip, is an American rapper from Cloverland, Houston, Texas.;;;https://www.youtube.com/embed/i7OyKAFu50M;Houston;Cloverland;29.633018,-95.364623
Ice Top;group;https://www.facebook.com/pg/IceTopOfficial/about/?ref=page_internal;;;Ice Top is a Mongolian Hip Hop band from Ulaanbaatar.;;;https://www.youtube.com/embed/xjKw8A5zlzY;Ulaanbaatar;;47.906587,106.891649
Freddie Gibbs;rapper;https://fr.wikipedia.org/wiki/Freddie_Gibbs;2003;1982-06-14;Fredrick Tipton (born June 14, 1982), better known by his stage name Freddie Gibbs, is an American rapper from Gary, Indiana.;;;https://www.youtube.com/embed/vbxcPy1qJTU;Gary;Eastside;41.598388,-87.329498
Bejo;rapper;http://versosperfectos.com/autores/bejo;2006;;Bejo is a spanish rapper from Santa Cruz de Tenerife, Canary Island.;;;https://www.youtube.com/embed/xNFVRzHaQ28;Santa Cruz de Tenerife;;28.466467,-16.255821
Portavoz;rapper;http://es.rap.wikia.com/wiki/Portavoz;2000;;Andi Ferrer Millanao , better known as Portavoz , is an MC and musical producer from Conchalí, Santiago de Chile.;;;https://www.youtube.com/embed/m1uuBEXvv0I;Santiago de Chile;Conchalí;-33.382835,-70.679302
Tommy Cash;rapper;https://fr.m.wikipedia.org/wiki/Tommy_Cash_(rappeur);2015;;Tommy Cash is a Estonian rapper from Tallinn. He gain notoriety with a strong visual style, inspired by USSR, rap and cinema.;;;https://www.youtube.com/embed/3OGMrZKIjKU;Tallinn;;59.422738,24.713158
Newham Generals;group;https://en.wikipedia.org/wiki/Newham_Generals;2004;;Newham Generals are an English grime duo from East London, currently consisting of MCs D Double E and Footsie.;;;https://www.youtube.com/embed/EZ0RZq70Y1o;London;Forest Gate;51.545613,0.025349
James Deano;rapper;https://fr.wikipedia.org/wiki/James_Deano;2003;1979-11-06;Olivier Nardin know has James Deano,(born 6 november 1979), is a Belgian rapper, comedian and humorist from Waterloo.;;;https://www.youtube.com/embed/FZWFNRxtOSQ;Waterloo;;50.712897,4.400191
Ghandi;rapper;;2001;1980-08-01;Trésor Georges Mundende Mbengani, know has Gandhi is a Belgian rapper from Germinal, Evere (Bruxelles).;;;https://www.youtube.com/embed/5meGRniQlwo;Evere;Germinal;50.871221,4.407127
Freeze Corleone;rapper;;2013;;Freeze Corleone is a Canadian rapper, founder member of the hiphop crew 667 based in Gentilly, Paris.;;;https://www.youtube.com/embed/C1qRsVR-3Bk;Paris;Gentilly;48.812902,2.344257
Coyote Jo Bastard;rapper;;2012;2017-03-10;Coyote Jo Bastard is a French rapper from the 17ème arrondissement of Paris.;;2017-03-10;https://www.youtube.com/embed/2X7NVC9-l5E;Paris;17ème arrondissement;48.884824,2.304811
Problem;rapper;https://en.wikipedia.org/wiki/Problem_(rapper);2006;1985-05-08;"Jason Martin (born May 8, 1985), better known by his stage name Problem, is an American rapper.  He is best known for his single ""Like Whaaat"" and for featuring on E-40's ""Function"".";;;https://www.youtube.com/embed/9QCXhD7uDG8;Los Angeles;Compton;33.876146,-118.225416
Lil Yachty;rapper;https://en.wikipedia.org/wiki/Lil_Yachty;2015;1997-08-23;Miles Parks McCollum (born August 23, 1997), better known by his stage name Lil Yachty, is an American hip hop recording artist from Atlanta.;;;https://www.youtube.com/embed/FvpWJKRPadk;Atlanta;Austell;33.815649,-84.641416
Riff Raff;rapper;https://en.wikipedia.org/wiki/Riff_Raff_(rapper);2005;1982-01-29;Horst Christian Simco (born January 29, 1982), better known by the stage name Riff Raff, is an American rapper from Houston, Texas.;;;https://www.youtube.com/embed/JxLS-cpgbe0;Houston;Copperfield;29.88028,-95.67729
Danny Brown;rapper;https://en.wikipedia.org/wiki/Danny_Brown;2002;1981-03-16;Daniel Dewan Sewell (born March 16, 1981), better known by his stage name Danny Brown, is an American hip hop recording artist from Detroit, Michigan.;;;https://www.youtube.com/embed/Xs-Dc3_eiV8;Detroit;Hamtramck;42.402115,-83.06447
The Roots;group;https://en.wikipedia.org/wiki/The_Roots;1987;;"The Roots is an American hip hop group, formed in 1987 by Tariq ""Black Thought"" Trotter and Ahmir ""Questlove"" Thompson in Philadelphia, Pennsylvania, United States.";;;https://www.youtube.com/embed/8Z9HvjbAYtA;Philadelphia;;39.939281,-75.166016
Dizzee Rascal;"producer;rapper";https://en.wikipedia.org/wiki/Dizzee_Rascal;2000;1984-09-18;Dylan Kwabena Mills (born 18 September 1984), better known by his stage name Dizzee Rascal, is an English hip hop recording artist and record producer.;;;https://www.youtube.com/embed/qsZlcepoxcI;East London;Bow;51.530437,-0.037101
Kanye West;"producer;rapper";https://en.wikipedia.org/wiki/Kanye_West;;;Kanye Omari West (born June 8, 1977) is an American rapper, songwriter, record producer, fashion designer, and entrepreneur. Born in Atlanta and raised in Chicago.;;;https://www.youtube.com/embed/q604eed4ad0;Chicago;Oak Lawn;41.698532,-87.769401
Jean Grae;rapper;https://en.wikipedia.org/wiki/Jean_Grae;;;Jean Grae (born Tsidi Ibrahim, November 26, 1976), formerly known as What? What?, is an American hip hop recording artist from Brooklyn, New York City.;;;https://www.youtube.com/embed/X9gE4ybCp_c;New York;Chelsea;40.744391,-73.996943
Run–D.M.C.;group;https://en.wikipedia.org/wiki/Run%E2%80%93D.M.C.;;;Run–D.M.C. was an American hip hop group from Hollis, Queens, New York, founded in 1981 by Joseph Simmons, Darryl McDaniels, and Jason Mizell.;;;https://www.youtube.com/embed/l-O5IHVhWj0;Queens;Hollis;40.706475,-73.753115
Meek Mill;rapper;https://en.wikipedia.org/wiki/Meek_Mill;;1987-05-06;Robert Rihmeek Williams (born May 6, 1987),[1] better known by his stage name Meek Mill, is an American hip hop recording artist. Raised in Philadelphia.;;;https://www.youtube.com/embed/8rgXN5xn3mc;Philadelphia;;39.9775341,-75.1320267
Del the Funky Homosapien;"producer;rapper";https://en.wikipedia.org/wiki/Del_the_Funky_Homosapien;;;Teren Delvon Jones (born August 12, 1972),[1] better known as Del the Funky Homosapien or Sir DZL, is an American underground hip hop MC.;;;https://www.youtube.com/embed/o0xDGXotGIE;Oakland;;37.7980038,-122.1618747
Lil Bibby;rapper;https://en.wikipedia.org/wiki/Lil_Bibby;;;Brandon George Dickinson (born July 18, 1994), better known by his stage name Lil Bibby, is an American hip hop recording artist from Chicago, Illinois.;;;https://www.youtube.com/embed/IjTgJVv2Jgw;Chicago;;41.7078783,-87.5700404
Trae Tha Truth;rapper;https://en.wikipedia.org/wiki/Trae_tha_Truth;1998;1980-07-03;Frazier Othel Thompson III (born July 3, 1980), better known by his stage name Trae tha Truth or simply Trae, is an American hip hop recording artist from Houston, Texas.;;;https://www.youtube.com/embed/QqKh5Bhx3YE;Houston;;29.674552,-95.363456
13 Block;group;https://genius.com/artists/13-block;2014;;13 Block is a french Hip Hop group from Sevran,  Seine-Saint-Denis. The group is composed of DeTess, OldPee, Zefor, et Zed.;;;https://www.youtube.com/embed/ewExz3cx_RM;Sevran;;48.929103,2.533054
Jay Rock;rapper;https://en.wikipedia.org/wiki/Jay_Rock;2003;1985-03-31;Johnny Reed McKinzie, Jr., (born March 31, 1985), better known by his stage name Jay Rock, is an American hip hop recording artist from Watts, California.;;;https://www.youtube.com/embed/fk10RoZV4fw;Watts;Nickerson Gardens projects;33.930751,-118.24893
Droogz Brigade;group;https://genius.com/artists/Droogz-brigade;2008;;Droogz Brigade is french hiphop group from Toulouse. The group is composed by Sad Vicious, Staff l’instable, Al’tarba, Rhama le singe and Herken.;;;https://www.youtube.com/embed/e9UbNKuxzzk;Toulouse;;43.582029,1.458244
Jeff le Nerf;rapper;https://fr.wikipedia.org/wiki/Jeff_Le_Nerf;1997;1982-03-17;"Jeff Le Nerf is a french rapper from Grenoble. He is a member of the crew Collal-Shit. In 2005 he join the label IV My People, released the ""Le Nerf à vif"" album, after what he continue is carrier has an independant artist.";;;https://www.youtube.com/embed/kSiLpodQTBQ;Grenoble;;45.189542,5.707799
Bitsu;rapper;https://genius.com/artists/Bit-u;;;Imrane Gielessen know as Bit$u is a french rapper from Toulouse.;;;https://www.youtube.com/embed/ygpsbCvgEcA;Toulouse;;43.61112,1.459618
The Opposites;group;https://en.wikipedia.org/wiki/The_Opposites;2004;;The Opposites are a Dutch rap group, consisting of rappers Willem de Bruijn (Willy) and Twan van Steenhoven (Big2).;;;https://www.youtube.com/embed/qTkRehr3iGI;Amsterdam;;52.374221,4.901242
Stormzy;rapper;https://en.wikipedia.org/wiki/Stormzy;2010;1993-07-26;Michael Omari (born 26 July 1993), better known by his stage name Stormzy, is an English grime and hip hop artist from Thornton Heath, London.;;;https://www.youtube.com/embed/dFOErVWlsxg;London;Thornton Heath;51.399022,-0.107227
Hornet La Frappe;rapper;;2012;;Hornet La Frappe is French rapper from Épinay-sur-Seine, Seine-Saint-Denis.;;;https://www.youtube.com/embed/rGlmnb5pmJw;Épinay-sur-Seine;;48.958782,2.293878
Nemir;rapper;https://fr.wikipedia.org/wiki/N%C3%A9mir_(rappeur);2009;;Némir is a French rappeur from Perpignan.;;;https://www.youtube.com/embed/4xirW-IJLvI;Perpignan;St-Jacques;42.698712,2.905447
Les Sages Poètes de la Rue;group;https://en.wikipedia.org/wiki/Les_Sages_Po%C3%A8tes_de_la_Rue;1987;;Les Sages Poètes de la Rue is a french rap group. He was composed of Dany Dan, Melopheelo and Zoxea.;;;https://www.youtube.com/embed/q5YCZDlW-pI;Boulogne-Billancourt;;48.830859,2.228994
GLC;rapper;https://en.wikipedia.org/wiki/GLC_(rapper);2003;1974-12-01;Leonard D. Harris (born December 1, 1974), better known by his stage name GLC, is an American rapper from Chicago, Illinois.;;;https://www.youtube.com/embed/9RLOmICvDKU;Chicago;;41.853561,-87.625539
Chino XL;rapper;https://en.wikipedia.org/wiki/Chino_XL;1992;1974-04-08;"Derek Keith Barbosa (born April 8, 1974), better known by his stage name Chino XL, is an American rapper and actor, known for his ""technically"" accomplished style.";;;https://www.youtube.com/embed/AOU5LOYvibQ;New York;Bronx;40.832285,-73.914407
Dj Jazzy Jeff;producer;https://en.wikipedia.org/wiki/DJ_Jazzy_Jeff;1985;1965-01-22;Jeffrey Allen Townes[1] (born January 22, 1965), also known as DJ Jazzy Jeff or simply Jazz, is an American hip hop and R&B disc jockey, record producer, turntablist and actor who is best known for his early career with Will Smith as DJ Jazzy Jeff & The Fresh Prince.;;;https://www.youtube.com/embed/Kr0tTbTbmVA;Philadelphia;;39.97285,-75.22754
Tech N9ne;rapper;https://en.wikipedia.org/wiki/Tech_N9ne;1991;1971-11-08;Aaron Dontez Yates (born November 8, 1971), better known as Tech N9ne, is an American rapper.;;;https://www.youtube.com/embed/i2FR2HpUpz4;Kansas City;;39.010342,-94.593968
Scred Connexion;group;https://en.wikipedia.org/wiki/Scred_Connexion;1995;;Scred Connexion is a French rap collective launched in the 1990s composed by Fabe, Koma, Haroun, Mokless and Morad, with the assistance of Butch.;;;https://www.youtube.com/embed/iPbNYNuj47s;Paris;La goutte d'or;48.887577,2.349508
IshDARR;rapper;https://en.wikipedia.org/wiki/IshDARR;2013;;Ishmael Ali, born in 1996, better known by his stage name Ish DARR is an American Hip Hop artist and performer from Milwaukee.;;;https://www.youtube.com/embed/-heyCmkqwZM;Milwaukee;;43.089722,-87.92027
J Dilla;producer;https://en.wikipedia.org/wiki/J_Dilla;1993;1974-02-07;James Dewitt Yancey, better known by the stage names J Dilla and Jay Dee, was an American record producer and rapper who emerged from the mid-1990s underground hip hop scene in Detroit.;2006;2006-02-10;https://www.youtube.com/embed/fC3Cthm0HFU;Detroit;;42.425793,-83.070953
Pusha T;rapper;https://en.wikipedia.org/wiki/Pusha_T;1992;1977-05-13;Terrence LeVarr Thornton (born May 13, 1977), better known by his stage name Pusha T, is an American hip hop recording artist.;;;https://www.youtube.com/embed/NPI_6MX74j4;Virginia Beach;;36.8853221,-75.9921208
Lauryn Hill;"rapper;singer";https://en.wikipedia.org/wiki/Lauryn_Hill;1991;1975-05-26;Lauryn Noelle Hill (born May 26, 1975) is an American singer, songwriter, rapper, record producer, and actress. She is best known for being a member of the Fugees.;;;https://www.youtube.com/embed/T6QKqFPRZSA;South Orange;;40.735581,-74.265698
Afrika Bambaataa;producer / dj;https://en.wikipedia.org/wiki/Afrika_Bambaataa;;1957-04-17;frika Bambaataa (born April 17, 1957) is an American disc jockey from the South Bronx, New York. He is notable for releasing a series of genre-defining electro tracks in the 1980s that influenced the development of hip hop culture.;;;https://www.youtube.com/embed/hh1AypBaIEk;Bronx;Bronx River Houses;40.835033,-73.876652
U-God;rapper;https://en.wikipedia.org/wiki/U-God;;;Lamont Jody Hawkins (born October 11, 1970), better known as U-God (short for Universal God), is an American rapper and member of the hip hop collective, Wu-Tang Clan.;;;https://www.youtube.com/embed/oFXEqUDmkgQ;Brooklyn;Brownsville;40.665087,-73.907668
Shurik'n;rapper;https://en.wikipedia.org/wiki/Shurik%27n;;;Geoffroy Mussard (born in 1966), known by his stage name Shurik'n Chang-Ti, is a French hip hop recording artist from Marseille.;;;https://www.youtube.com/embed/QMBTDuvl6dQ;Miramas;;43.582222,5.001944
Booba;rapper;https://en.wikipedia.org/wiki/Booba;;;Elie Yaffa (born December 9, 1976), better known under his stage name Booba is a French rapper from Boulogne Billancourt.;;;https://www.youtube.com/embed/IZmCwtYk98A;Boulogne-Billancourt;;48.835198,2.240947
DJ Quik;"producer;rapper";https://en.wikipedia.org/wiki/DJ_Quik;;;David Marvin Blake (born January 18, 1970), better known by his stage name DJ Quik, is an American hip hop recording artist, DJ and record producer.;;;https://www.youtube.com/embed/LaCyV8eiRm8;Los Angeles;Compton;33.88356,-118.2450207
Dr. Dre;rapper;https://en.wikipedia.org/wiki/Dr._Dre;;;Andre Romelle Young (born February 18, 1965), better known by his stage name Dr. Dre, is an American rapper, record producer, and entrepreneur.;;;https://www.youtube.com/embed/wWJqt0u_TCs;Los Angeles;Compton;33.893247,-118.25683
Gucci Mane;rapper;https://en.wikipedia.org/wiki/Gucci_Mane;2001;1980-02-12;Radric Delantic Davis (born February 12, 1980), known professionally as Gucci Mane, is an American rapper from Atlanta, Georgia.;;;https://www.youtube.com/embed/r4n8s6PVzl8;Atlanta;Sun Valley Appartements;33.713048,-84.327506
Future;rapper;https://en.wikipedia.org/wiki/Future_(rapper);2008;1983-11-20;Nayvadius DeMun Wilburn (born November 20, 1983), known professionally as Future, is an American hip hop recording artist. Born and raised in Atlanta, Georgia, Wilburn first became involved in music as part of the Dungeon Family collective.;;;https://www.youtube.com/embed/ZYuxqiKVLhg;Atlanta;;33.76054,-84.32415
Enzo Dong;rapper;https://genius.com/artists/Enzo-dong;2006;;Enzo Dong (born 01/05/1991) is a Italian rapper from Don Guanella, Naples.;;;https://www.youtube.com/embed/keWpFVFAprg;Naples;Don Guanella;40.891374,14.248604
Ksir Makoza;rapper;https://www.facebook.com/pg/ksirmakoza13;1992;;Ksir Makoza is a French rapper from Marseille. He was a member of the group 1K2Plus.;;;https://www.youtube.com/embed/Li2VZ80mjds;Marseille;;43.363585,5.36859
Shing02;"producer / dj;rapper";https://fr.wikipedia.org/wiki/Shing02;1996;;Shingo Annen (安念 真吾) (born 1975), better known by his stage name Shing02, is a Japanese American hip hop recording artist and record producer from San Francisco, California.;;;https://www.youtube.com/watch?v=2byaJUa9e9Q;San Francisco;;37.73531,-122.48799
Mafia Trece;group;https://fr.wikipedia.org/wiki/Mafia_Trece;1996;;The Mafia Trece is a French group from Paris, Bagneux and Ivry-sur-Seine. The group is composed by member of the bands Écho du Sud and Moovens'.;1999;;https://www.youtube.com/watch?v=ZW1OP-Tp-NA;Paris;Triangle de Choisy;48.821897,2.365793
Lasco;rapper;https://genius.com/artists/Lasco;2015;;Lasco is a french rapper from Les Lilas, Seine Saint Denis. He is a member of the crew LTF (Les Tontons Flingueurs).;;;https://www.youtube.com/embed/R5RucRCCBc4;Les Lilas;;48.875823,2.414324
Jazz Cartier;rapper;https://en.wikipedia.org/wiki/Jazz_Cartier;2011;1993-03-19;Jaye Adams (born March 19, 1993), better known by his stage name Jazz Cartier, is a Canadian hip hop recording artist from Toronto. He is best known for his mixtapes, Marauding in Paradise and Hotel Paranoia.;;;https://www.youtube.com/embed/FH_QApWnu-A;Toronto;;43.65811,-79.384661
Fresh Caen Camps;group;https://www.freshcaencamps.com/;2006;;Fresh Caen Camps is a underground french band from Caen. The group is composed by Bogdan, HVJ, Joseph I, Hit La Mallette & DJ Paraplogik.;;;https://www.youtube.com/embed/c4CK8SIltcM;Caen;;49.180726,-0.370975
Bisso na Bisso;group;https://en.wikipedia.org/wiki/Bisso_Na_Bisso;1999;;Bisso Na Bisso (Lingala: Between Us) is a music collective of rappers and singers with origins from Congo Brazzaville formed in 1999. The group consisting of Ben-J (from Les Neg'Marrons), Lino and Calbo (from the group Ärsenik), Doc and G Kill (from 2Bal), Mystik and the only female M'Passi.;;;https://www.youtube.com/embed/My9gIUymw3c;Paris;;48.907246,2.336719
Busdriver;"producer / dj;rapper";https://en.wikipedia.org/wiki/Busdriver;1999;1978-02-12;Regan John Farquhar (born February 12, 1978), better known by his stage name Busdriver, is a rapper and producer from Los Angeles, California.;;;https://www.youtube.com/embed/1a0Y-CRx4nE;Los Angeles;;33.997818,-118.309867
Caballero;rapper;;2011;;Caballero is a rapper from Bruxelles member of the group Les Corbeaux and from the Black Syndicat crew.;;;https://www.youtube.com/embed/GaY39xEqRHY;Bruxelles;;50.849468,4.356444
Soulja Boy;rapper;https://en.wikipedia.org/wiki/Soulja_Boy;2007;1990-07-28;"DeAndre Cortez Way (born July 28, 1990), known professionally as Soulja Boy is an American rapper. In September 2007, his debut single ""Crank That (Soulja Boy)""  initially self-published to the internet peaked at number one on the U.S. Billboard Hot 100.";;;https://www.youtube.com/embed/8UFIYGkROII;Batesville;;34.307097,-89.941856
Das EFX;group;https://en.wikipedia.org/wiki/Das_EFX;1988;;Das EFX is an American hip hop duo. It consists of Dray and Skoob. Skoob hails from Brooklyn, New York City while Dray hails from Teaneck, New Jersey, but the two met at Virginia State University.;;;https://www.youtube.com/embed/QbulmeDErOk;New York;;40.71831,-74.002303
CNN199;group;;2003;;CNN199 Is a Belgian rap band from Bruxelles.;;;https://www.youtube.com/embed/s8dJtlm__N8;Bruxelles;;50.86441,4.377086
John Cruipy;rapper;;2015;;John Cruipy is a Belgian rapper from Bruxelles.;;;https://www.youtube.com/embed/l6FVhkiK7Tc;Bruxelles;Bockstael;50.878883,4.347943
Demi Portion;rapper;;;;Rachid Daif know has Demi-Portion, is a French rapper from Sète.;;;https://www.youtube.com/embed/cUTTwQfA0k4;Sète;L'île de Thau;43.4134249,3.6610923
Alkpote;rapper;https://fr.wikipedia.org/wiki/Alkpote;;;Atef Kahlaoui know has Alkpote is a French Rapper from Evry.;;;https://www.youtube.com/embed/QEh9LQTuiSg;Évry-Courcouronnes;Les Pyramides;48.6338203,2.4298817
Pee Froiss;group;https://en.wikipedia.org/wiki/Pee_Froiss;1993;;Pee Froiss is a hip hop group fromed Dakar, Senegal. The band's music is rapped in Wolof, French, and English and features traditional Senegalese instruments such as the kora as part of its instrumentation.;;;https://www.youtube.com/embed/INNK2sDsuuc;Dakar;;14.706702,-17.455826
Rob Stone;rapper;https://en.wikipedia.org/wiki/Rob_Stone_(rapper);2014;1995-01-25;Jaylen Robinson (born January 25, 1995), known professionally as Rob Stone (stylized as Rob $tone), is an American hip hop recording artist from San Diego, California.;;;https://www.youtube.com/embed/J7IMwop3RHs;San Diego;;32.939272,-117.159074
Alaclair Ensemble;group;https://en.wikipedia.org/wiki/Alaclair_Ensemble;2010;;Alaclair Ensemble is a Canadian hip hop musical collective. The band's concept is based around an alternate history in which the Patriotes won the Lower Canada Rebellion of 1838.;;;https://www.youtube.com/embed/ta3Qgxw_Dhw;Québec City;;46.799729,-71.238712
Fiend;rapper;https://en.wikipedia.org/wiki/Fiend_(rapper);1994;1976-05-13;"Richard ""Ricky"" Jones (born May 13, 1976), better known by his stage names Fiend or International Jones, is an American rapper and producer best known for his time spent on No Limit Records.";;;https://www.youtube.com/embed/jx45uY2Vl24;New Orleans;;29.983738,-90.065164
Themselves;group;https://en.wikipedia.org/wiki/Themselves;1997;;Themselves is an hip hop duo based in Oakland, California. It consists of rapper Doseone and producer Jel.;;;https://www.youtube.com/embed/GijL3bhhpPs;Oakland;;37.794463,-122.212206
Metro Boomin;producer / dj;https://en.wikipedia.org/wiki/Metro_Boomin;2010;1993-09-16;Leland Tyler Wayne (born September 16, 1993), professionally known as Metro Boomin, is an American record producer and DJ from St. Louis, Missouri.;;;https://www.youtube.com/embed/faH489XfQHc;St Louis;;38.689452,-90.468687
Passi;rapper;https://en.wikipedia.org/wiki/Passi;1992;1972-12-21;Passi Balende better know has Passi is a French hip hop artist who became famous in the mid-1990s with the group Ministère AMER, which included himself and Stomy Bugsy. He is most widely known, however, as a solo artist.;;;https://www.youtube.com/embed/h--37amvez4;Sarcelle;;48.978217,2.37766
Luke;"producer / dj;rapper";https://en.wikipedia.org/wiki/Luther_Campbell;1981;1959-12-22;Luther Roderick Campbell (born December 22, 1959), also known as Luke Skyywalker and simply Luke, rapper, promoter, and actor. He is best known as a one-time member and leader of rap group 2 Live Crew, and star of his own short-lived show on VH1, Luke's Parental Advisory.;2010;;https://www.youtube.com/embed/fvNDimHIfws;Miami;;25.812905,-80.13949
Démocrates D;group;https://fr.wikipedia.org/wiki/D%C3%A9mocrates_D;1991;;Démocrates D is a French hardcore Hip Hop group from Montfermeil.;2002;;https://www.youtube.com/embed/pdOaz1Hw5xw;Montfermeil;Les bosquets;48.903308,2.558682
Krizz Kaliko;"rapper;singer";https://en.wikipedia.org/wiki/Krizz_Kaliko;2000;1974-03-07;Samuel William Christopher Watson IV (born March 7, 1974) better known by his stage name Krizz Kaliko, is an American rapper, singer, and songwriter. He is a longtime collaborator with fellow hometown native, Tech N9ne.;;;https://www.youtube.com/embed/25c2Wz70Gbo;Kansas City;;39.04787,-94.573007
Jadakiss;rapper;https://en.wikipedia.org/wiki/Jadakiss;1991;1975-05-27;Jason Phillips (born May 27, 1975), better known as Jadakiss, is an American rapper. He is a member of the group The LOX and the hip hop collective Ruff Ryders.;;;https://www.youtube.com/embed/0-cpL--0AQA?list=PLfYrvu4I7xibROCK1PLIGLSb3sKYsFYMM;New York;Yonkers;40.950239,-73.889011
Gunplay;rapper;https://en.wikipedia.org/wiki/Gunplay_(rapper);;;Richard Morales, Jr. (born July 18, 1979), better known by his stage name Gunplay, is an American hip hop recording artist from Carol City, Florida.;;;https://www.youtube.com/embed/WwfHcsKcUxg;Miami;Carol City;25.927072,-80.289421
Doc Gynéco;"producer;rapper;singer";https://en.wikipedia.org/wiki/Doc_Gyn%C3%A9co;;;Doc Gynéco, real name, Bruno Beausir, is a French hip hop artist of Guadeloupean origin. His music is typically characterized as a ragga/rap style, that has found its fan base in France.;;;https://www.youtube.com/embed/KnFCNQUTgaU;Paris;Porte de la Chapelle;48.8972825,2.3570033
N.W.A;group;https://en.wikipedia.org/wiki/N.W.A;;;N.W.A (an abbreviation for Niggaz Wit Attitudes) was an American hip hop group from Compton, California.;;;https://www.youtube.com/embed/TMZi25Pq3T8;Los Angeles;Compton;33.89033,-118.2314667
Young Jeezy;rapper;https://en.wikipedia.org/wiki/Young_Jeezy;;;Jay Wayne Jenkins (born September 28, 1977), better known by his stage name Young Jeezy (or simply Jeezy), is an American rapper from Atlanta, Georgia.;;;https://www.youtube.com/embed/sKnLLsgmg7c;Atlanta;;33.75431,-84.372149
Higher Brothers;group;https://genius.com/artists/Higher-brothers;;;Higher Brothers are a four-man rap group from China. The members of the group are 马思唯 (MaSiWei), 丁震 (DZ), 杨俊逸 (Psy.P), and 谢宇杰 (Melo).;;;https://www.youtube.com/embed/DhrCSb8URFc;Chengdu;;30.653503,104.072762
Pacewon;rapper;https://en.wikipedia.org/wiki/Pacewon;1999;;Pacewon (born Jerome Derek Hinds, Jr.) is an American rapper and producer from Newark, New Jersey. He was a member of the Outsidaz group.;;;https://www.youtube.com/embed/veXvAg1wWjY;Newark;;40.744422,-74.175222
The Weeknd;singer;https://en.wikipedia.org/wiki/The_Weeknd;2010;1990-02-16;"The Weeknd (born Abel Makkonen Tesfaye; February 16, 1990) is a Canadian singer from Scarborough, Toronto (Ontario).";;;https://www.youtube.com/embed/34Na4j8AVgA;Toronto;Scarborough;43.771708,-79.23835
Marracash;rapper;https://en.wikipedia.org/wiki/Marracash;2003;;Fabio Bartolo Rizzo, better known by his stage name Marracash, is an Italian rapper from Milano.;;;https://www.youtube.com/embed/hphD96nqP6g;Milano;Barona;45.437469,9.154857
Kamelancien;rapper;https://en.wikipedia.org/wiki/Kamelanc%27;1993;1980-05-13;Kamel Jdayni Houari (born in Le Kremlin-Bicêtre on 13 May 1980) better known as Kamelancien later shortened into Kamelanc', is a francophone rapper of Moroccan origin. He grew up in Le Kremlin-Bicêtre, a town in the suburbs of Paris.;;;https://www.youtube.com/embed/OIKKhbBfeK0;Kremlin-Bicêtre;Cité des Martinets;48.806989,2.348219
L'or du commun;group;https://genius.com/artists/Lor-du-commun;2013;;L'or du commun is a Belgian rap group from Bruxelles. The group is composed of Loxley, Primero et Swing.;;;https://www.youtube.com/embed/Ksb9-ns-_J4;Bruxelles;Boisfort;50.796134,4.418411
Sido;rapper;https://fr.wikipedia.org/wiki/Sido_(rappeur);1997;1980-11-30;Paul Würdig (born 30 November 1980), better known as Sido, is a German rapper from Berlin.;;;https://www.youtube.com/embed/WsmXm_XSMug;Berlin;Märkische Viertel;52.596998,13.354039
Ol Kainry;rapper;https://fr.wikipedia.org/wiki/Ol_Kainry;1996;;Freddy Kpadé know has Ol Kainry, is a french rapper from Courcouronnes, Essonne.;;;https://www.youtube.com/embed/Xv6F-fALtNw;Évry;Courcouronnes;48.62302,2.414986
Loyle Carner;rapper;https://en.wikipedia.org/wiki/Loyle_Carner;2012;;Benjamin Gerard Coyle-Larner, better known by the stage name Loyle Carner, is an English hip hop musician and actor from South Croydon, London.;;;https://www.youtube.com/embed/GSkqM5Cd8zw;London;South Croydon;51.354824,-0.098422
Roots Manuva;"producer / dj;rapper";https://en.wikipedia.org/wiki/Roots_Manuva;1994;1972-09-09;Rodney Hylton Smith, better known by his stage name Roots Manuva (born 9 September 1972), is an English rapper and producer from Stockwell, London.;;;https://www.youtube.com/embed/NDWgtB_MD24;London;Stockwell;51.465986,-0.11643
Nakk;rapper;https://fr.wikipedia.org/wiki/Nakk;1996;1976-03-30;Nakk, real name Narcisse Kamga, born the 30 march 1976, is a french rapper from Bobigny, Seine-Saint-Denis.;;;https://www.youtube.com/embed/O5qpCh3fAB0;Bobigny;Cité Paul Éluard;48.907971,2.443653
